debtor_name;debtor_nik;debtor_address;debtor_zip;debtor_rt;debtor_rw;debtor_birth_place;debtor_age;debtor_number;debtor_occupation;debtor_marital_status;debtor_company;debtor_gender;debtor_education_level;employment_type;number_of_dependents;net_income;payment_date;loan_amount;tenor;amount_of_late;late_payment_amount;credit_score;arrears_amounts;aset;bil1_late1;bill_late2;bill_late3;bill_late4;bill_late5;bill_late6;bill_late7;bill_late8;bill_late9;bill_late10;bill_late11;bill_late12;arrears1;arrears2;arrears3;arrears4;arrears5;arrears6;arrears7;arrears8;arrears9;arrears10;arrears11;arrears12;aging;credit_risk;loss_reverse
Mutia Pratiwi, S.Pd;6,25789E+15;"Jalan Merdeka No. 93
Kota Administrasi Jakarta Pusat, JK 03992";3992;16;3;Jawa Timur, 07-03-1994;29;+62-01-998-0713;Pegawai Negeri;Cerai hidup;UD Utama Novitasari (Persero) Tbk;perempuan;D3;Contract;0;10500000;2023-04-11;66333333;18;38;3;393;1;7000000;9;0;0;0;0;0;0;0;0;0;12;17;0;0;0;0;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;16583333
Galih Anggriawan;6,4229E+15;"Gg. Setiabudhi No. 0
Balikpapan, BT 13021";13021;8;11;Kalimantan Utara, 27-08-1992;31;+62 (0816) 390 2854;Pengusaha;Cerai mati;PT Puspasari Novitasari;laki-laki;S2;Full-time;4;24000000;2023-08-22;75833333;5;101;6;240;2;31500000;0;30;14;0;24;24;0;0;6;3;0;0;0;1;0;0;1;2;0;0;0;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;37916667
drg. Sidiq Lestari;7,69506E+15;"Jalan Gedebage Selatan No. 347
Padang, JA 26156";26156;16;4;Sumatera Barat, 27-02-1960;63;+62 (06) 816-9261;Pegawai Negeri;Menikah;UD Susanti Megantara Tbk;perempuan;D1;Retired;3;10500000;2023-04-26;56166667;18;0;0;205;0;6500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Wisnu Purwanti;2,59297E+15;"Jalan Suniaraja No. 49
Batam, BE 21333";21333;14;14;DI Yogyakarta, 05-06-1971;52;+62 (60) 633-4992;Buruh;Belum menikah;CV Pradipta Wahyudin;perempuan;SMA;Contract;2;9700000;2023-02-17;60833333;13;75;3;480;2;6000000;0;0;0;29;0;0;0;0;0;0;24;22;0;0;0;1;0;0;0;0;0;0;1;2;DPK;Tertagih dengan resiko tinggi;30416667
Martaka Halim;2,02049E+15;"Jl. Sadang Serang No. 9
Cilegon, Maluku 15195";15195;7;2;Sumatera Utara, 13-11-1981;42;+62-87-979-4811;Profesional;Belum menikah;CV Pradipta Sihombing Tbk;perempuan;S2;Retired;3;18000000;2023-07-08;59333333;10;106;8;122;1;4500000;0;0;0;15;3;24;2;6;20;0;24;12;0;0;0;1;0;1;0;0;1;0;1;0;Kurang lancar;Tertagih dengan resiko rendah;14833333
Karimah Pradipta;5,50699E+15;"Jl. Cikutra Barat No. 16
Kediri, SR 82652";82652;9;18;Kepulauan Bangka Belitung, 04-01-1979;44;+62 (408) 173 4464;Pegawai Swasta;Menikah;UD Mahendra Mustofa Tbk;laki-laki;S1;Full-time;2;27000000;2023-09-05;138833333;17;91;6;239;1;13000000;4;26;0;0;26;0;0;0;17;13;0;5;0;1;0;0;1;0;0;0;1;0;0;0;Kurang lancar;Tidak tertagih dengan resiko rendah;34708333
R. Nova Hasanah, S.Ked;8,34119E+15;"Jl. Abdul Muis No. 83
Dumai, Bengkulu 93489";93489;1;5;Jawa Tengah, 16-08-1973;50;+62-0978-371-1351;Buruh;Menikah;CV Pratiwi Farida Tbk;laki-laki;D1;Retired;4;10500000;2023-01-09;62166667;19;32;2;341;1;17000000;0;6;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;15541667
Siska Hartati, M.Pd;3,5247E+15;"Gang Kutisari Selatan No. 9
Batu, Jambi 93031";93031;15;20;Sulawesi Selatan, 16-03-1971;52;+62 (0725) 495 4532;Pegawai Swasta;Cerai hidup;Perum Lestari Pertiwi Tbk;perempuan;D3;Full-time;3;17500000;2023-01-09;69666667;13;76;6;122;1;9000000;13;0;0;22;0;0;0;2;13;19;7;0;0;0;0;1;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;17416667
Dr. Iriana Najmudin, M.M.;4,6644E+15;"Gang Otto Iskandardinata No. 18
Bontang, Sulawesi Tenggara 11340";11340;13;6;Maluku, 12-12-1978;45;+62 (34) 607 1695;Profesional;Cerai hidup;Perum Setiawan;laki-laki;S2;Retired;3;20000000;2023-04-13;54000000;17;38;2;660;1;8000000;0;0;20;0;0;0;0;0;0;0;0;18;0;0;1;0;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;13500000
Yuliana Nurdiyanti;1,60134E+15;"Gg. Tebet Barat Dalam No. 17
Ternate, SS 18948";18948;12;1;Maluku Utara, 31-05-1963;60;+62 (694) 321 9306;Pegawai Swasta;Cerai mati;PT Uyainah Laksita Tbk;laki-laki;D3;Retired;5;10500000;2023-03-15;56666667;9;54;2;392;1;6000000;0;24;0;0;0;0;0;30;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;14166667
H. Kairav Budiyanto;5,79502E+15;"Gg. HOS. Cokroaminoto No. 505
Cimahi, Bengkulu 82013";82013;5;3;Jawa Tengah, 18-03-1971;52;+62 (010) 189 1645;Profesional;Belum menikah;PT Puspita Hakim;perempuan;S1;Retired;3;21000000;2023-01-31;81166667;6;115;7;246;2;7000000;0;7;25;15;0;8;5;25;0;30;0;0;0;0;1;2;0;0;0;1;0;1;0;0;Kurang lancar;Tertagih dengan resiko tinggi;40583333
Ir. Fathonah Sihombing;7,66515E+15;"Jalan Cempaka No. 217
Sabang, ST 20345";20345;2;5;Jawa Barat, 26-01-1982;41;+62 (0034) 459 2219;Pengusaha;Menikah;UD Hariyah Purwanti;laki-laki;S1;Full-time;2;21000000;2023-06-02;81666667;22;19;4;554;0;13000000;0;0;0;5;4;0;0;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Hj. Syahrini Haryanto;7,43344E+15;"Gg. Sadang Serang No. 4
Banda Aceh, KI 00608";608;6;16;Bali, 05-02-1997;26;+62-029-715-1837;Profesional;Cerai hidup;PT Wacana;laki-laki;D3;Contract;0;20500000;2023-03-02;64166667;23;21;3;687;0;7000000;9;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Bancar Tarihoran;4,00736E+15;"Jl. Waringin No. 88
Depok, Sulawesi Barat 52197";52197;2;20;Kepulauan Riau, 01-11-1970;53;+62-59-220-5563;Buruh;Cerai mati;Perum Budiman Wastuti Tbk;laki-laki;S1;Full-time;4;29000000;2023-06-05;142166667;17;92;7;366;1;9500000;0;0;15;0;23;0;6;0;3;6;30;9;0;0;1;0;1;0;0;0;0;0;1;0;Kurang lancar;Tidak tertagih dengan resiko rendah;35541667
Irma Mansur;1,28526E+15;"Jl. Monginsidi No. 81
Yogyakarta, SB 21295";21295;8;18;Banten, 24-09-1972;51;+62 (037) 257 7294;Buruh;Belum menikah;UD Maryadi Wacana (Persero) Tbk;laki-laki;D3;Full-time;4;25500000;2023-02-13;139833333;2;159;9;298;3;4000000;0;29;11;15;8;16;17;29;9;0;25;0;0;1;0;1;0;1;2;3;0;0;1;0;Diragukan;Tidak tertagih dengan resiko rendah;104875000
R. Purwanto Aryani;3,71021E+15;"Gg. Sukabumi No. 0
Semarang, SU 62420";62420;18;19;Kepulauan Bangka Belitung, 13-03-1979;44;+62-50-375-6464;Profesional;Belum menikah;CV Oktaviani;perempuan;D3;Full-time;4;22500000;2023-08-24;63833333;21;0;0;587;0;9000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Mitra Puspasari;5,64357E+15;"Gang KH Amin Jasuta No. 0
Bau-Bau, BE 79357";79357;9;11;Maluku, 07-06-1989;34;+62 (87) 215 8613;Pegawai Negeri;Cerai mati;UD Salahudin Tbk;laki-laki;D1;Retired;4;10500000;2023-05-20;62333333;2;74;4;296;2;7500000;0;0;0;6;0;0;20;28;0;20;0;0;0;0;0;0;0;0;1;2;0;1;0;0;DPK;Tertagih dengan resiko tinggi;31166667
Darsirah Sihombing, S.I.Kom;5,69867E+15;"Jalan Tubagus Ismail No. 19
Surakarta, Jambi 71119";71119;6;15;Jawa Timur, 15-01-1997;26;+62 (080) 088 9054;Buruh;Belum menikah;Perum Haryanto Hasanah (Persero) Tbk;laki-laki;S1;Retired;3;13000000;2023-08-18;58833333;15;53;3;426;1;8500000;0;15;0;0;0;23;0;0;0;15;0;0;0;1;0;0;0;1;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;14708333
Cemani Uwais;6,885E+15;"Gg. Bangka Raya No. 901
Tangerang, Maluku 77812";77812;9;11;Kepulauan Bangka Belitung, 11-03-1984;39;+62 (264) 906-6536;Buruh;Cerai hidup;CV Halim Tbk;laki-laki;D3;Retired;3;18500000;2023-06-21;63166667;19;39;3;434;1;17000000;0;0;0;0;27;2;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15791667
Restu Narpati;3,22284E+15;"Gang Ahmad Dahlan No. 546
Kota Administrasi Jakarta Pusat, SU 02624";2624;15;6;Nusa Tenggara Timur, 31-12-1985;38;+62 (298) 991-6721;Buruh;Cerai mati;PD Namaga Zulaika;laki-laki;D1;Full-time;5;17500000;2023-05-12;64166667;4;85;6;207;2;5000000;0;28;9;0;0;19;20;0;0;3;6;0;0;1;0;0;0;1;2;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;32083333
Viman Nasyidah;2,54344E+15;"Jl. Otto Iskandardinata No. 5
Salatiga, NB 38959";38959;9;14;Kalimantan Utara, 03-09-1983;40;+62 (13) 541-6792;Pengusaha;Belum menikah;PT Nugroho (Persero) Tbk;laki-laki;D1;Retired;3;15500000;2023-09-10;71666667;5;197;10;228;3;3000000;14;16;0;28;18;20;12;16;20;0;26;27;0;1;0;1;2;3;0;1;2;0;1;2;Macet;Tertagih dengan resiko tinggi;53750000
R.M. Makuta Pratama, S.IP;7,92724E+15;"Gang Bangka Raya No. 737
Surakarta, Jawa Timur 80326";80326;4;7;Sulawesi Utara, 06-03-1988;35;+62 (10) 586 4192;Pengusaha;Menikah;PT Pangestu Permadi (Persero) Tbk;perempuan;SMA;Part-time;1;5700000;2023-07-18;61000000;17;28;1;381;1;18500000;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;15250000
dr. Icha Kusumo;2,80337E+15;"Gg. Jakarta No. 48
Malang, Jawa Barat 11828";11828;17;16;Papua Barat, 16-09-1973;50;+62-075-581-7846;Pengusaha;Belum menikah;CV Nashiruddin Tarihoran;perempuan;D3;Retired;4;10500000;2023-06-13;58166667;10;65;3;203;1;13500000;0;28;0;0;0;0;9;0;28;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;14541667
dr. Gaduh Habibi;8,37099E+15;"Jl. Gardujati No. 75
Manado, Jawa Tengah 66128";66128;16;1;Nusa Tenggara Timur, 23-03-1992;31;+62 (040) 629-5063;Pengusaha;Menikah;PD Firmansyah;perempuan;D3;Retired;3;10500000;2023-07-16;58833333;15;18;1;371;1;10500000;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14708333
drg. Vivi Prayoga, S.E.I;2,65141E+15;"Jalan Kutisari Selatan No. 18
Kota Administrasi Jakarta Timur, SG 88374";88374;2;2;Kepulauan Riau, 28-08-1998;25;+62-0005-929-7417;Pengusaha;Cerai hidup;PD Kuswoyo (Persero) Tbk;perempuan;SMA;Contract;0;11700000;2023-04-23;55666667;12;22;2;211;1;12000000;18;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13916667
Irfan Maryadi;2,27079E+15;"Jalan Kutisari Selatan No. 07
Parepare, DKI Jakarta 58479";58479;14;19;Sulawesi Barat, 29-08-1971;52;+62-741-467-8262;Buruh;Cerai mati;PD Hardiansyah Habibi;perempuan;S1;Retired;3;18000000;2023-03-08;71000000;9;164;9;118;2;12500000;13;0;18;21;0;30;26;0;11;26;2;17;0;0;1;2;0;1;2;0;0;1;0;1;Diragukan;Tertagih dengan resiko tinggi;35500000
Maya Laksmiwati, S.IP;5,80541E+15;"Gang Waringin No. 36
Palu, GO 35728";35728;17;19;Papua, 28-01-1962;61;+62-709-465-3910;Profesional;Menikah;UD Novitasari;perempuan;D1;Contract;2;16500000;2023-05-05;63666667;16;130;8;495;2;7000000;6;0;2;0;0;27;11;0;29;11;17;27;0;0;0;0;0;1;0;0;1;0;1;2;Diragukan;Tertagih dengan resiko tinggi;31833333
Ratna Wijaya;7,33225E+15;"Jl. Raya Setiabudhi No. 576
Solok, BA 69254";69254;5;7;Sulawesi Utara, 14-11-1988;35;+62 (041) 451 9953;Pegawai Swasta;Menikah;PD Suryatmi Prastuti Tbk;perempuan;SMA;Contract;2;13700000;2023-02-16;57500000;14;42;4;343;1;4000000;24;0;3;0;10;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14375000
Tgk. Kalim Ardianto;7,49556E+15;"Jalan Moch. Toha No. 13
Tidore Kepulauan, Maluku Utara 79502";79502;7;14;Kepulauan Riau, 13-10-1985;38;+62 (0519) 847-7607;Profesional;Cerai mati;Perum Halim Zulaika Tbk;perempuan;S1;Full-time;3;19000000;2023-04-06;56166667;7;104;7;289;2;11500000;0;4;0;14;0;3;24;25;0;12;22;0;0;0;0;0;0;0;1;2;0;0;1;0;Kurang lancar;Tertagih dengan resiko tinggi;28083333
Natalia Pradipta;7,46157E+15;"Jl. Setiabudhi No. 046
Pagaralam, JI 27807";27807;11;11;Papua, 27-02-1980;43;+62 (0786) 121 0848;Buruh;Cerai hidup;PD Uyainah Haryanti Tbk;laki-laki;D1;Full-time;0;30500000;2023-01-21;139000000;29;64;3;670;2;6500000;0;12;0;0;0;0;0;28;24;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;DPK;Tidak tertagih dengan resiko rendah;69500000
Sutan Dalimin Wijayanti, M.Kom.;4,30055E+15;"Jl. K.H. Wahid Hasyim No. 900
Sungai Penuh, SU 89492";89492;6;16;Sulawesi Utara, 22-04-1972;51;+62 (0279) 131 7536;Pengusaha;Cerai hidup;UD Prastuti Natsir;laki-laki;D3;Full-time;3;22500000;2023-04-24;44500000;24;30;2;455;1;6500000;8;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;11125000
R. Nalar Adriansyah;6,67234E+15;"Gang KH Amin Jasuta No. 68
Prabumulih, Papua Barat 53107";53107;9;10;Sulawesi Tenggara, 17-03-1997;26;+62 (0194) 307 4537;Pegawai Negeri;Belum menikah;PD Sudiati Iswahyudi (Persero) Tbk;perempuan;D1;Full-time;3;17500000;2023-04-23;55500000;24;25;1;578;1;4000000;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13875000
Cut Elma Saputra, S.Pd;4,91819E+15;"Gg. Jend. Sudirman No. 86
Palu, DKI Jakarta 37897";37897;3;16;Sulawesi Selatan, 25-07-1992;31;+62 (024) 120 1666;Pegawai Swasta;Menikah;Perum Jailani (Persero) Tbk;laki-laki;S2;Retired;2;16000000;2023-09-11;63833333;17;61;3;690;1;5500000;0;22;0;0;0;0;0;0;0;15;0;24;0;1;0;0;0;0;0;0;0;1;0;1;DPK;Tertagih dengan resiko rendah;15958333
Jati Rajasa;7,29425E+15;"Jl. Merdeka No. 0
Kupang, Kalimantan Utara 38755";38755;14;9;Nusa Tenggara Timur, 31-07-1963;60;+62 (098) 771 8874;Pengusaha;Menikah;PT Halimah Pratiwi;laki-laki;S2;Full-time;4;24000000;2023-06-21;57666667;21;47;4;476;1;8500000;0;12;0;11;0;0;1;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;14416667
Dr. Zaenab Pranowo, M.Pd;9,58457E+15;"Gang Jend. Sudirman No. 2
Pangkalpinang, SB 69254";69254;6;17;Nusa Tenggara Barat, 14-12-1961;62;+62-0872-696-0714;Pegawai Swasta;Cerai hidup;CV Gunawan Siregar (Persero) Tbk;perempuan;S1;Full-time;0;20000000;2023-05-31;68500000;19;30;2;690;1;7000000;18;0;0;0;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;17125000
Jatmiko Widodo;9,47673E+15;"Jl. Otto Iskandardinata No. 427
Padangpanjang, DI Yogyakarta 17623";17623;14;10;Jambi, 13-10-1991;32;+62 (093) 075-2748;Pengusaha;Belum menikah;PD Anggriawan Tbk;laki-laki;D3;Retired;5;10500000;2023-04-05;59166667;1;0;0;353;0;4000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Lukman Hartati;3,08391E+15;"Gang Indragiri No. 4
Palembang, SR 22623";22623;20;2;DKI Jakarta, 18-09-1998;25;+62 (72) 225 2073;Pegawai Swasta;Menikah;PD Hutasoit Rahmawati (Persero) Tbk;perempuan;D3;Full-time;0;15500000;2023-08-29;59500000;23;51;3;575;1;7500000;0;0;5;17;0;0;0;0;0;0;0;29;0;0;0;1;0;0;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;14875000
Patricia Sihombing;5,51761E+15;"Jl. Surapati No. 13
Pagaralam, BE 03431";3431;15;15;Jambi, 13-03-1978;45;+62 (640) 674 3316;Buruh;Cerai mati;Perum Prabowo Tbk;perempuan;S1;Retired;2;16000000;2023-07-11;68666667;3;98;8;205;1;8000000;1;0;0;4;29;4;3;14;28;0;0;15;0;0;0;0;1;0;0;0;1;0;0;1;Kurang lancar;Tertagih dengan resiko rendah;17166667
Hasta Suryatmi, S.E.;7,67135E+15;"Jalan Gedebage Selatan No. 9
Ternate, SU 29923";29923;6;14;Maluku, 13-09-1984;39;+62 (0729) 731 6177;Pegawai Negeri;Belum menikah;CV Anggriawan (Persero) Tbk;laki-laki;D3;Retired;3;10500000;2023-08-24;54833333;8;137;6;242;2;6500000;4;27;0;0;26;29;0;0;24;0;27;0;0;1;0;0;1;2;0;0;1;0;1;0;Diragukan;Tertagih dengan resiko tinggi;27416667
Nabila Siregar;2,44805E+15;"Gg. Ahmad Yani No. 859
Bau-Bau, MA 53186";53186;9;20;Sulawesi Tengah, 12-06-1991;32;+62-610-876-2920;Buruh;Belum menikah;PD Waluyo Tamba (Persero) Tbk;laki-laki;SMA;Contract;1;6700000;2023-07-02;60166667;16;77;5;332;1;12500000;15;8;19;0;8;27;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15041667
H. Tedi Permadi, S.Sos;2,17362E+15;"Jl. Dipatiukur No. 3
Manado, Sulawesi Selatan 31350";31350;8;19;Lampung, 07-08-1991;32;+62 (10) 017-3766;Profesional;Belum menikah;PT Astuti Dongoran;perempuan;D1;Retired;3;10500000;2023-04-20;60833333;1;50;2;319;1;16500000;0;20;0;0;0;0;0;0;30;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;15208333
R. Daru Winarno;1,91362E+15;"Gang Merdeka No. 3
Kota Administrasi Jakarta Utara, Kalimantan Timur 68000";68000;20;14;Kepulauan Riau, 26-04-1966;57;+62 (0663) 223 1455;Pengusaha;Cerai mati;Perum Irawan;laki-laki;S2;Retired;2;25000000;2023-04-23;139833333;25;29;2;659;1;9500000;0;0;0;0;0;0;0;17;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;34958333
Tami Permadi;5,37684E+15;"Jalan Gegerkalong Hilir No. 76
Sukabumi, Kalimantan Barat 67686";67686;18;13;Jambi, 31-01-1972;51;+62 (048) 571 6506;Pegawai Negeri;Belum menikah;CV Habibi Gunawan;perempuan;SMA;Contract;0;9700000;2023-03-13;64333333;12;39;2;415;1;13500000;0;0;0;0;0;0;0;0;9;30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;16083333
Kamila Yulianti;6,0572E+15;"Gang Ir. H. Djuanda No. 8
Sungai Penuh, NB 26503";26503;5;1;Kalimantan Barat, 10-06-1972;51;+62 (640) 302 1135;Pegawai Swasta;Belum menikah;UD Safitri Siregar (Persero) Tbk;laki-laki;D3;Part-time;0;10500000;2023-06-06;60833333;17;31;2;481;1;10500000;0;0;0;0;16;0;0;0;0;15;0;0;0;0;0;0;1;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;15208333
Heru Salahudin, M.Farm;2,40575E+15;"Gang Sukabumi No. 970
Palembang, GO 11596";11596;5;12;Jawa Timur, 14-11-1989;34;+62-062-159-7562;Pegawai Swasta;Menikah;PT Firmansyah;laki-laki;D1;Contract;0;10500000;2023-02-05;59666667;6;23;1;372;1;19500000;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;14916667
Jasmin Haryanti;5,14613E+15;"Jl. Rungkut Industri No. 339
Ambon, SN 47974";47974;3;8;Kalimantan Selatan, 03-05-1968;55;+62 (036) 363-1470;Pegawai Negeri;Belum menikah;PD Kusmawati Astuti;laki-laki;S1;Retired;3;18000000;2023-03-24;64666667;17;44;2;628;1;9000000;23;0;0;0;0;0;0;21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;16166667
Dalimin Sitorus, S.Gz;5,17537E+15;"Gang Astana Anyar No. 047
Kendari, PB 57805";57805;12;4;Sulawesi Tenggara, 09-11-2000;23;+62-86-395-6743;Pegawai Negeri;Menikah;Perum Kusmawati Tbk;laki-laki;S2;Retired;2;18000000;2023-04-12;67833333;18;14;1;697;0;17000000;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Maryanto Wasita;8,68121E+15;"Jl. Jamika No. 7
Batam, NT 57653";57653;20;3;Bengkulu, 25-01-1973;50;+62 (052) 042 9691;Buruh;Cerai hidup;PT Prasetya Tbk;perempuan;D2;Contract;2;10500000;2023-02-02;59833333;10;14;1;394;0;4000000;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Febi Namaga;4,87522E+15;"Gang Cikapayang No. 3
Binjai, MA 41373";41373;1;10;Kepulauan Bangka Belitung, 11-07-1991;32;+62 (047) 946-4239;Pengusaha;Cerai hidup;CV Rahimah Pudjiastuti Tbk;laki-laki;D3;Full-time;3;22500000;2023-08-12;55333333;24;0;0;400;0;6500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Wadi Wulandari, M.M.;2,12654E+15;"Gang Cihampelas No. 866
Tangerang, Lampung 45285";45285;9;13;Kalimantan Timur, 16-08-1978;45;+62 (301) 647 6531;Profesional;Belum menikah;PD Megantara;laki-laki;SMA;Contract;2;12700000;2023-06-29;55333333;11;52;3;256;1;8500000;0;30;0;0;2;0;0;0;0;0;20;0;0;1;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;13833333
Wisnu Iswahyudi;9,55578E+15;"Jalan Gegerkalong Hilir No. 062
Manado, SS 14419";14419;14;5;Maluku, 10-08-1986;37;+62 (097) 528-3683;Profesional;Cerai mati;Perum Natsir;laki-laki;D3;Retired;4;10500000;2023-09-22;55166667;8;49;2;354;1;6500000;0;0;27;0;0;0;22;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13791667
dr. Mala Wastuti;9,76032E+15;"Gang Monginsidi No. 88
Banjarmasin, Kalimantan Tengah 66031";66031;17;14;Jawa Barat, 18-10-1997;26;+62-0068-205-2762;Pengusaha;Cerai hidup;UD Napitupulu Halim Tbk;laki-laki;D2;Contract;0;26500000;2023-07-27;142500000;28;40;2;555;1;15500000;0;0;17;0;23;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;35625000
Teddy Purnawati;6,62868E+15;"Gg. Suniaraja No. 408
Jambi, Jawa Barat 25859";25859;8;4;Maluku Utara, 19-04-1996;27;+62 (075) 431-9619;Profesional;Menikah;PD Prayoga Tamba;perempuan;D3;Retired;5;10500000;2023-05-10;54166667;10;67;3;276;3;5500000;0;0;0;29;18;20;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;40625000
Yuliana Zulkarnain;6,2256E+15;"Jl. Otto Iskandardinata No. 28
Pangkalpinang, SR 27827";27827;20;9;Kalimantan Timur, 09-01-1975;48;+62 (069) 498 2968;Pengusaha;Cerai hidup;PD Prabowo Nasyiah;laki-laki;D3;Retired;4;10500000;2023-06-23;63500000;8;7;2;382;0;7500000;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Siska Suryatmi, S.Sos;4,9743E+15;"Jl. Sukabumi No. 1
Palopo, JK 74225";74225;18;11;Nusa Tenggara Timur, 02-12-1990;33;+62 (41) 843-8923;Buruh;Cerai hidup;PD Prabowo Saragih Tbk;perempuan;SMA;Contract;4;11700000;2023-07-01;64166667;9;0;0;354;0;9000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Kamila Mandasari;5,11825E+15;"Gang Cikutra Timur No. 21
Bukittinggi, KR 59054";59054;16;16;Sulawesi Tenggara, 19-07-1962;61;+62-69-831-1370;Pengusaha;Menikah;PT Pertiwi Tbk;perempuan;S2;Retired;3;13000000;2023-07-20;60000000;19;19;1;328;1;9500000;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;15000000
Ir. Kasiyah Laksita;9,55819E+15;"Gang Kendalsari No. 1
Purwokerto, Aceh 96799";96799;2;6;DKI Jakarta, 19-11-1971;52;+62 (0898) 182 1881;Pegawai Swasta;Menikah;PT Sihombing (Persero) Tbk;perempuan;D1;Full-time;0;15500000;2023-09-13;67666667;13;97;7;228;3;7000000;9;0;24;22;17;0;0;0;17;2;0;6;0;0;1;2;3;0;0;0;1;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;50750000
Dasa Mayasari;6,60765E+15;"Gg. Moch. Ramdan No. 388
Meulaboh, SS 82638";82638;5;17;Sulawesi Utara, 11-12-1979;44;+62-592-635-2431;Pegawai Negeri;Menikah;PT Haryanto Tbk;laki-laki;D1;Full-time;3;25500000;2023-05-13;138000000;31;13;2;208;0;7000000;0;0;0;0;5;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;0
