collector_name;collector_address;collector_number;collector_nik;collector_zip;collector_rt;collector_rw;collector_birth_place;collector_age;collector_marital_status;collector_gender;avg_bill_methods;debtor_volume_handled;bill_amount_collected;total_actual;total_cost;success_rate;time_to_collect
Jacqueline Massey;"Jl. Tubagus Ismail No. 28
Tarakan, NT 07325";+62 (0426) 292 2339;8,00538E+15;7325;2;19;Jambi, 12-08-1977;46;Cerai hidup;laki-laki;panggilan;42;100000000;349000000;1634221;29;11
James Garcia;"Jl. M.T Haryono No. 855
Banjarbaru, Sulawesi Tengah 53308";+62-284-954-4375;6,46945E+15;53308;19;8;DKI Jakarta, 05-05-1978;45;Cerai mati;perempuan;panggilan;32;142000000;602000000;868446;24;13
Donald Gonzalez;"Gang Sukajadi No. 148
Tegal, Papua 54897";+62-0972-599-4101;8,55832E+15;54897;2;19;Jawa Barat, 02-10-1969;54;Belum menikah;laki-laki;panggilan;33;117000000;126500000;1059480;92;11
Cheryl Weber;"Jalan Cihampelas No. 5
Langsa, Kalimantan Tengah 20873";+62 (056) 930 8299;4,30624E+15;20873;15;3;Gorontalo, 10-09-1964;59;Belum menikah;perempuan;panggilan;47;146000000;712500000;1402063;20;12
Cody Benson;"Gg. Siliwangi No. 6
Bitung, Maluku Utara 11250";+62 (064) 869 4672;5,85327E+15;11250;9;4;Bengkulu, 18-04-1966;57;Cerai hidup;laki-laki;panggilan;45;283000000;876500000;970350;32;11
Daniel Byrd;"Gg. Jakarta No. 1
Palangkaraya, Bali 67014";+62 (024) 246-3386;8,21871E+15;67014;5;2;Sulawesi Selatan, 14-07-1960;63;Belum menikah;perempuan;panggilan;35;229000000;384500000;1252235;60;12
David Carey;"Jl. Rumah Sakit No. 55
Tarakan, Sumatera Selatan 26177";+62-0951-035-8336;6,40885E+15;26177;7;1;Sumatera Utara, 23-03-1987;36;Belum menikah;perempuan;panggilan;49;157000000;822500000;1960036;19;11
Matthew Bright;"Jl. Raya Ujungberung No. 8
Padang Sidempuan, NT 56559";+62 (91) 194 9991;5,42557E+15;56559;1;3;Nusa Tenggara Timur, 14-10-1987;36;Menikah;perempuan;panggilan;31;129000000;148500000;673939;87;13
Matthew Larson;"Gang Ciwastra No. 8
Tebingtinggi, YO 38672";+62 (302) 364-8592;2,98865E+15;38672;7;18;Bengkulu, 21-10-1965;58;Menikah;perempuan;panggilan;38;132000000;322000000;1054419;41;14
April Arroyo;"Jalan Ciumbuleuit No. 3
Tomohon, BA 26420";+62-89-038-7269;2,34827E+15;26420;7;2;Bali, 22-11-1991;32;Menikah;laki-laki;panggilan;39;185000000;362500000;1188576;51;14
Julie Duncan;"Gang Antapani Lama No. 29
Palopo, LA 04830";+62 (088) 534 7006;1,51782E+15;4830;17;15;Jawa Barat, 03-11-1976;47;Cerai mati;perempuan;panggilan;37;96000000;105500000;1482944;91;11
Anita Rose;"Gang Sukabumi No. 9
Parepare, Kalimantan Barat 57684";+62 (023) 092-7250;3,59652E+15;57684;19;5;Maluku, 24-07-1998;25;Belum menikah;perempuan;panggilan;40;306000000;705000000;1624369;43;12
Stephanie Herring;"Gg. Abdul Muis No. 18
Bau-Bau, KT 37796";+62-882-600-8353;5,51294E+15;37796;9;2;Kalimantan Utara, 15-12-1969;54;Cerai mati;perempuan;panggilan;39;164000000;496500000;1288091;33;12
Claudia Mclaughlin;"Jl. Gedebage Selatan No. 3
Parepare, SU 13323";+62 (28) 427 2745;6,49221E+15;13323;6;11;Sumatera Utara, 04-01-1970;53;Menikah;perempuan;panggilan;43;312000000;349500000;1600718;89;12
Chad Rodriguez;"Jalan Raya Setiabudhi No. 027
Sawahlunto, Sulawesi Barat 32549";+62 (21) 884-2553;5,81552E+15;32549;2;11;Riau, 10-05-1977;46;Belum menikah;perempuan;panggilan;40;126000000;548000000;1353700;23;12
Matthew Haas;"Gg. Moch. Toha No. 906
Salatiga, Sulawesi Selatan 33300";+62-077-261-0502;5,48155E+15;33300;20;9;Papua Barat, 01-04-1976;47;Menikah;laki-laki;panggilan;48;159000000;187000000;1568172;85;13
Bradley Norris;"Jalan Soekarno Hatta No. 8
Parepare, Sulawesi Barat 29231";+62-0511-950-2116;9,4228E+15;29231;10;14;Bali, 12-08-1999;24;Belum menikah;laki-laki;panggilan;36;161000000;443000000;1452322;36;12
Dana Gutierrez;"Jl. Jend. A. Yani No. 3
Dumai, KR 40372";+62 (0753) 477 6914;1,0763E+15;40372;10;3;Sumatera Barat, 16-12-1997;26;Cerai hidup;laki-laki;panggilan;42;167000000;271000000;1340451;62;14
Stacey Gonzalez;"Gg. Surapati No. 6
Pariaman, LA 13036";+62 (066) 654 8616;1,72918E+15;13036;1;1;Sumatera Barat, 17-12-1989;34;Cerai hidup;laki-laki;panggilan;48;252000000;382000000;1376259;66;14
Elijah Bryant;"Gang Cikapayang No. 485
Tangerang Selatan, Papua Barat 05279";+62 (40) 454 8700;6,54404E+15;5279;6;9;Jambi, 14-04-1986;37;Menikah;laki-laki;panggilan;45;81000000;287500000;1344980;28;14
Stacey Young;"Jl. Bangka Raya No. 8
Batu, Kalimantan Tengah 58695";+62 (01) 332 2118;5,5951E+15;58695;18;8;Sumatera Barat, 26-03-1968;55;Cerai mati;perempuan;panggilan;34;167000000;586000000;814946;28;14
George Medina;"Gang Rajawali Timur No. 221
Salatiga, Kalimantan Selatan 35598";+62 (0075) 027 0016;2,52858E+15;35598;13;12;Kalimantan Barat, 10-03-1991;32;Cerai hidup;laki-laki;panggilan;48;180000000;190000000;1947746;95;14
Emily Cook;"Gg. Kutai No. 0
Jambi, Gorontalo 56794";+62 (75) 047-2049;4,41354E+15;56794;16;4;Bali, 09-09-1974;49;Menikah;perempuan;panggilan;49;276000000;560500000;1527157;49;13
Dr. Jared Gutierrez MD;"Jalan Veteran No. 8
Sibolga, Sulawesi Tenggara 93814";+62-097-791-1627;2,9893E+15;93814;8;13;Jawa Barat, 13-01-1977;46;Cerai hidup;laki-laki;panggilan;42;369000000;548000000;1438676;67;11
Mary Gonzales;"Gang Tubagus Ismail No. 975
Parepare, Sulawesi Utara 68953";+62-14-407-7733;6,50245E+15;68953;7;3;Jawa Timur, 07-03-1983;40;Cerai mati;laki-laki;panggilan;46;173000000;620000000;1059303;28;12
Kevin English;"Gang Setiabudhi No. 20
Palembang, Kalimantan Utara 98776";+62 (003) 392-1006;3,86918E+15;98776;8;4;Sulawesi Barat, 08-11-1996;27;Cerai mati;laki-laki;panggilan;30;258000000;373000000;959775;69;12
Tammy Williams;"Gg. Sentot Alibasa No. 73
Cilegon, Riau 98991";+62-82-737-2332;2,7224E+15;98991;20;17;Banten, 19-05-1976;47;Cerai mati;perempuan;panggilan;38;67000000;291000000;945496;23;13
Stacy Martin;"Gg. Rawamangun No. 5
Kota Administrasi Jakarta Barat, JK 97574";+62 (041) 701 0777;6,61875E+15;97574;7;1;Banten, 26-08-1983;40;Menikah;laki-laki;panggilan;42;321000000;668000000;938762;48;13
Patricia Stark;"Gg. Rajiman No. 926
Jayapura, Bali 57669";+62 (87) 959 2523;4,03003E+15;57669;12;8;Sumatera Utara, 29-06-1980;43;Cerai mati;laki-laki;panggilan;32;94000000;478000000;1044573;20;11
Joshua Hardin;"Gg. Moch. Toha No. 15
Ambon, JI 70533";+62 (0892) 100 3045;8,7897E+15;70533;2;3;Maluku Utara, 24-04-1961;62;Menikah;perempuan;panggilan;36;425000000;453000000;1342531;94;13
Tina Haas;"Jl. M.H Thamrin No. 89
Subulussalam, Sumatera Barat 18553";+62 (68) 212 8331;5,09034E+15;18553;6;5;Jawa Timur, 04-10-1986;37;Cerai hidup;perempuan;panggilan;37;63000000;79500000;1316515;79;14
Jimmy Vaughn;"Gg. Rajiman No. 582
Probolinggo, Sulawesi Tenggara 93184";+62 (17) 556 1057;4,84879E+15;93184;10;18;Sumatera Selatan, 26-10-1985;38;Menikah;perempuan;panggilan;36;492000000;661000000;890579;74;11
Julie Camacho;"Gang Ahmad Yani No. 2
Sabang, JK 33519";+62 (201) 675-2426;2,28714E+15;33519;10;13;Jawa Tengah, 06-02-1989;34;Cerai hidup;laki-laki;panggilan;31;440000000;603500000;1241113;73;12
Kevin Randall;"Jl. S. Parman No. 84
Pematangsiantar, Maluku 11817";+62-007-543-7564;5,90752E+15;11817;3;10;Kalimantan Timur, 03-04-1967;56;Menikah;laki-laki;panggilan;49;95000000;245500000;1475018;39;14
Jeremiah Valenzuela;"Jalan Surapati No. 48
Bukittinggi, Riau 11654";+62 (893) 226 0754;2,63409E+15;11654;17;13;Kalimantan Timur, 05-08-1982;41;Menikah;perempuan;panggilan;35;578000000;663500000;1084108;87;13
Zachary Brock;"Gg. Sadang Serang No. 069
Sorong, Kalimantan Timur 48066";+62-0085-009-0090;1,40357E+15;48066;16;15;Nusa Tenggara Timur, 05-02-1998;25;Belum menikah;laki-laki;panggilan;41;359000000;556500000;870180;65;12
Darryl Green;"Gg. Raya Ujungberung No. 67
Singkawang, NB 19276";+62 (64) 486 0805;9,3239E+15;19276;9;9;Papua, 07-04-1981;42;Cerai hidup;laki-laki;panggilan;33;94000000;126500000;887267;74;12
Xavier Bailey;"Gang Rumah Sakit No. 135
Blitar, Maluku Utara 67114";+62 (058) 084-8345;5,32501E+15;67114;16;20;Kalimantan Barat, 26-01-1980;43;Cerai hidup;laki-laki;panggilan;42;381000000;473000000;1028855;81;12
Jill Wilkerson;"Jl. Rajiman No. 267
Pangkalpinang, Maluku 88193";+62 (450) 132 0046;6,17048E+15;88193;3;9;Kepulauan Bangka Belitung, 15-06-1990;33;Cerai hidup;perempuan;panggilan;34;199000000;462000000;876550;43;11
Veronica Mosley;"Gang Pelajar Pejuang No. 0
Cirebon, Maluku 07524";+62 (20) 177 4136;2,74338E+15;7524;8;2;Sumatera Selatan, 04-06-1994;29;Cerai hidup;perempuan;panggilan;31;204000000;449500000;835801;45;12
Jonathan Campos;"Jl. Joyoboyo No. 50
Kota Administrasi Jakarta Selatan, YO 64350";+62 (069) 889-6332;8,67816E+15;64350;5;6;Jambi, 04-05-1994;29;Belum menikah;laki-laki;panggilan;41;49000000;144500000;1370958;34;11
Vanessa Smith;"Jl. Cikutra Timur No. 296
Tanjungpinang, JA 79698";+62-17-559-8636;8,3079E+15;79698;2;15;Sulawesi Tengah, 14-02-1985;38;Cerai mati;perempuan;panggilan;38;546000000;634000000;1116458;86;12
Darryl Humphrey;"Jl. K.H. Wahid Hasyim No. 66
Pagaralam, BA 28718";+62-77-778-2575;6,02721E+15;28718;10;2;Papua Barat, 13-06-1991;32;Cerai hidup;perempuan;panggilan;47;360000000;379500000;1877725;95;13
Amanda Rush;"Jl. M.T Haryono No. 0
Sorong, Kalimantan Timur 46824";+62 (616) 821-9121;4,94858E+15;46824;13;6;Kepulauan Riau, 23-04-1983;40;Cerai mati;laki-laki;panggilan;31;52000000;63500000;632139;82;13
John Villarreal;"Jalan Tubagus Ismail No. 1
Ambon, Riau 02956";+62-176-781-1381;3,31504E+15;2956;1;3;Sumatera Barat, 02-05-1978;45;Cerai hidup;perempuan;panggilan;48;508000000;829000000;1607574;61;13
Angela Mccarty;"Gang Pelajar Pejuang No. 5
Pekalongan, Jawa Tengah 52075";+62-0230-509-4325;8,58637E+15;52075;14;5;Sumatera Barat, 28-06-1966;57;Cerai hidup;laki-laki;panggilan;43;602000000;650500000;1444432;93;13
Justin Jackson MD;"Gg. Ciwastra No. 1
Palembang, SG 09650";+62 (027) 872 5782;1,55551E+15;9650;8;7;DKI Jakarta, 20-03-1999;24;Belum menikah;perempuan;panggilan;49;196000000;259500000;1411029;76;12
Christopher Butler;"Gang Suniaraja No. 590
Cimahi, Aceh 70925";+62-646-426-5212;3,41426E+15;70925;1;19;Sulawesi Tenggara, 08-06-1971;52;Cerai mati;perempuan;panggilan;39;362000000;545500000;1051575;66;12
Amanda Hayes;"Jl. Asia Afrika No. 1
Jambi, Papua 32530";+62 (050) 999 9740;4,7897E+15;32530;3;8;Jawa Tengah, 17-05-1971;52;Cerai hidup;laki-laki;panggilan;30;127000000;180000000;1189439;71;13
Jerry Combs;"Jl. Rajiman No. 9
Kupang, Lampung 23855";+62 (46) 359-3940;6,55302E+15;23855;17;12;Aceh, 05-02-1964;59;Cerai mati;perempuan;panggilan;44;320000000;410000000;1651704;78;14
Michael Leonard;"Jalan Ir. H. Djuanda No. 0
Bitung, Kalimantan Selatan 79351";+62-045-984-5951;2,46302E+15;79351;19;17;Kepulauan Riau, 30-11-1996;27;Belum menikah;laki-laki;panggilan;44;47000000;269000000;1660494;17;13
Alexis Lambert;"Jl. Monginsidi No. 513
Metro, KR 97463";+62-34-661-0541;2,36878E+15;97463;18;7;Sumatera Utara, 11-02-1965;58;Menikah;perempuan;panggilan;32;212000000;330000000;1189408;64;12
Billy Miller;"Jl. Monginsidi No. 85
Banjar, Jawa Tengah 68479";+62 (77) 376 4042;5,7958E+15;68479;12;19;Jawa Tengah, 20-12-1961;62;Belum menikah;perempuan;panggilan;36;214000000;525000000;1065804;41;14
Dylan White;"Jl. Kutisari Selatan No. 767
Makassar, BA 29187";+62 (050) 659 6797;8,99356E+15;29187;8;10;Gorontalo, 21-02-1973;50;Belum menikah;perempuan;panggilan;33;183000000;202500000;1270632;90;14
Michael Collins;"Jalan Cikutra Barat No. 63
Kota Administrasi Jakarta Barat, Sumatera Selatan 26235";+62 (19) 168-5849;6,63057E+15;26235;2;15;Kalimantan Tengah, 23-01-1985;38;Belum menikah;perempuan;panggilan;40;340000000;483000000;1610434;70;14
James Gardner;"Jalan Sukajadi No. 082
Palopo, Kalimantan Selatan 43120";+62 (09) 142 4298;7,65936E+15;43120;5;18;Maluku Utara, 02-03-1995;28;Belum menikah;perempuan;panggilan;40;44000000;280000000;1167365;16;12
Mark Sanchez;"Jl. Raya Ujungberung No. 74
Tomohon, SS 08367";+62 (038) 924-4896;6,95175E+15;8367;2;20;Sumatera Selatan, 20-08-1982;41;Cerai mati;laki-laki;panggilan;44;122000000;155000000;1012071;79;11
Christina Foster;"Gang Pasir Koja No. 2
Padang, Kalimantan Barat 87546";+62 (089) 365-3676;7,3871E+15;87546;3;11;Sulawesi Tenggara, 17-10-1963;60;Cerai mati;laki-laki;panggilan;49;494000000;590500000;1198132;84;14
Aaron Gonzalez;"Gang Erlangga No. 4
Kota Administrasi Jakarta Utara, Kepulauan Riau 65604";+62 (82) 464-1986;4,65827E+15;65604;19;8;Kalimantan Utara, 06-09-1994;29;Cerai mati;laki-laki;panggilan;36;466000000;518000000;1403816;90;11
Patricia Whitehead;"Jalan Rumah Sakit No. 96
Tidore Kepulauan, Riau 16487";+62-0965-526-8793;4,20141E+15;16487;12;14;DI Yogyakarta, 10-11-1986;37;Menikah;laki-laki;panggilan;42;242000000;368000000;1609173;66;14
Kayla Myers;"Jalan K.H. Wahid Hasyim No. 36
Dumai, Jawa Tengah 45943";+62 (046) 914 1248;8,66906E+15;45943;15;5;Maluku Utara, 25-04-1977;46;Cerai mati;perempuan;panggilan;43;102000000;393500000;1150382;26;11
Kimberly Ballard;"Gg. Rumah Sakit No. 317
Palu, DKI Jakarta 73649";+62 (0657) 914 0637;8,55338E+15;73649;10;16;Kepulauan Bangka Belitung, 10-09-1992;31;Cerai hidup;perempuan;panggilan;34;141000000;259000000;1184672;54;14
Rodney Lynch;"Gang Pasir Koja No. 20
Cilegon, RI 69703";+62-33-340-2801;7,23523E+15;69703;11;13;Kalimantan Selatan, 14-09-1980;43;Cerai mati;perempuan;panggilan;49;145000000;862500000;1157946;17;13
Mary Mosley;"Gg. Cikapayang No. 7
Kendari, NT 70859";+62-0357-180-7409;9,48072E+15;70859;13;18;Maluku, 07-05-1971;52;Cerai hidup;laki-laki;panggilan;35;90000000;305500000;1415990;29;11
Ricardo Armstrong;"Jl. Pasteur No. 5
Banjar, Sumatera Barat 43078";+62 (0174) 535 7494;9,29667E+15;43078;1;11;Bengkulu, 26-07-1969;54;Menikah;laki-laki;panggilan;40;206000000;345000000;1588525;60;11
Richard Lee;"Jalan Ronggowarsito No. 78
Tangerang, SU 77706";+62 (0748) 059-5751;8,14546E+15;77706;19;11;Nusa Tenggara Timur, 10-07-1970;53;Belum menikah;perempuan;panggilan;49;372000000;950500000;1819495;39;14
Krystal Warren;"Gg. Pasirkoja No. 039
Palembang, JB 92381";+62 (027) 661 2334;7,72575E+15;92381;17;12;Sumatera Utara, 07-08-1993;30;Menikah;perempuan;panggilan;44;251000000;268000000;1374421;94;12
Marilyn Bowman;"Jl. Dipenogoro No. 4
Jayapura, Jawa Timur 87155";+62 (0888) 954-5048;5,18133E+15;87155;12;20;Gorontalo, 02-03-1961;62;Menikah;perempuan;panggilan;32;40000000;59000000;800961;68;12
Patricia Clark;"Gg. Pasteur No. 49
Jayapura, MU 14872";+62 (259) 238 5420;4,11043E+15;14872;17;1;Sumatera Selatan, 12-11-2000;23;Menikah;perempuan;panggilan;36;416000000;646000000;1029415;64;11
Jill Collins;"Gg. PHH. Mustofa No. 411
Kediri, KU 69931";+62-0639-876-7715;4,20036E+15;69931;3;11;Jawa Tengah, 16-06-1962;61;Menikah;laki-laki;panggilan;41;55000000;62500000;936120;88;12
Bobby Lynn;"Gg. Otto Iskandardinata No. 83
Pagaralam, PA 53790";+62-34-697-1983;9,57549E+15;53790;18;1;Bali, 29-06-1995;28;Belum menikah;perempuan;panggilan;32;174000000;359000000;1048463;48;11
Dawn English;"Jalan Cikutra Barat No. 22
Bukittinggi, Sumatera Utara 10018";+62 (030) 753-5158;6,60151E+15;10018;3;7;Papua Barat, 15-01-1984;39;Cerai hidup;laki-laki;panggilan;45;642000000;825500000;993569;78;12
Linda Moreno;"Gg. Ahmad Yani No. 245
Sibolga, PB 49350";+62 (469) 491-4355;7,08168E+15;49350;15;3;Maluku Utara, 16-07-1968;55;Cerai mati;perempuan;panggilan;30;327000000;350000000;957920;93;14
Steven Lee;"Jl. Erlangga No. 06
Solok, Jambi 81837";+62 (57) 958 4128;3,44966E+15;81837;2;19;Lampung, 19-03-1993;30;Cerai hidup;perempuan;panggilan;47;276000000;451500000;1498026;61;12
Stephanie Rowe;"Jalan Veteran No. 441
Pontianak, BT 16016";+62-895-033-6115;1,26339E+15;16016;17;5;Sumatera Utara, 23-08-1962;61;Menikah;laki-laki;panggilan;48;177000000;262000000;1214352;68;14
Nicholas Tran;"Jalan Jend. Sudirman No. 97
Tomohon, BA 15783";+62 (62) 754-2192;7,16286E+15;15783;15;11;Lampung, 26-05-1962;61;Menikah;perempuan;panggilan;48;446000000;577000000;1948372;77;12
Mark Black;"Gang Joyoboyo No. 925
Palangkaraya, Maluku 97704";+62 (846) 698-1342;4,11839E+15;97704;15;19;Nusa Tenggara Timur, 28-07-1969;54;Cerai hidup;perempuan;panggilan;47;463000000;760500000;1682460;61;13
Duane Parrish;"Gg. Stasiun Wonokromo No. 20
Magelang, Aceh 13970";+62-0726-779-5210;7,14565E+15;13970;5;8;Riau, 23-02-1964;59;Menikah;laki-laki;panggilan;39;39000000;152500000;1166855;26;13
Emily Salazar;"Jalan Suryakencana No. 012
Banda Aceh, Sulawesi Selatan 91794";+62 (068) 099 6501;4,8037E+15;91794;10;19;DKI Jakarta, 18-03-1971;52;Menikah;laki-laki;panggilan;40;386000000;550000000;1341506;70;14
Jeffery Coleman;"Jalan Medokan Ayu No. 257
Palangkaraya, PB 50580";+62 (0103) 548 8781;1,26308E+15;50580;1;4;Banten, 29-08-1997;26;Menikah;perempuan;panggilan;34;74000000;221000000;825931;33;11
Matthew White;"Gg. Stasiun Wonokromo No. 763
Tanjungpinang, Kalimantan Barat 81774";+62 (0172) 887-4402;4,26347E+15;81774;4;20;Papua Barat, 18-11-1961;62;Menikah;perempuan;panggilan;35;40000000;61500000;1409100;65;12
Heather Stewart;"Gang Dr. Djunjunan No. 853
Manado, MU 27004";+62 (0575) 546 3440;9,15005E+15;27004;7;9;Kalimantan Tengah, 12-03-1984;39;Belum menikah;laki-laki;panggilan;32;89000000;110000000;653702;81;11
Tiffany Pope;"Jl. Raya Ujungberung No. 1
Bitung, SG 97404";+62 (032) 579-7293;9,34508E+15;97404;10;8;Sumatera Utara, 05-10-1993;30;Cerai hidup;perempuan;panggilan;31;39000000;151500000;946396;26;11
George Wright;"Jl. Jend. Sudirman No. 129
Bontang, Nusa Tenggara Barat 24702";+62 (556) 851 3702;9,1893E+15;24702;5;7;Banten, 09-10-1990;33;Menikah;perempuan;panggilan;44;76000000;614000000;933521;12;13
Frances Young;"Gang Monginsidi No. 73
Sibolga, KT 56193";+62-068-193-4841;3,36378E+15;56193;13;6;Papua, 29-04-1964;59;Cerai hidup;laki-laki;panggilan;44;412000000;678000000;1567556;61;11
Morgan Murray;"Gg. Pasirkoja No. 7
Sorong, JT 35821";+62-63-114-5636;8,78172E+15;35821;14;14;Kepulauan Riau, 06-06-1975;48;Cerai hidup;laki-laki;panggilan;32;119000000;120000000;659428;99;13
Matthew Thornton;"Gg. Soekarno Hatta No. 362
Pasuruan, NB 97490";+62 (005) 377 3542;1,84881E+15;97490;17;9;Sulawesi Tenggara, 04-01-1989;34;Cerai mati;laki-laki;panggilan;47;429000000;880500000;1123170;49;11
Michael Jackson;"Gang Asia Afrika No. 1
Pekalongan, BE 59594";+62 (980) 035-6598;8,36444E+15;59594;10;18;Bengkulu, 14-04-1972;51;Cerai hidup;perempuan;panggilan;34;226000000;624000000;702902;36;11
Anthony Pierce;"Jalan Rajawali Timur No. 5
Padang, Jambi 54352";+62 (78) 826-7646;2,32581E+15;54352;17;18;Sumatera Utara, 26-10-1989;34;Cerai mati;laki-laki;panggilan;48;103000000;144000000;1940969;72;13
Jackson Wright;"Jl. Rawamangun No. 901
Padangpanjang, PA 96201";+62-026-788-1135;8,01693E+15;96201;8;13;Kalimantan Tengah, 19-12-1985;38;Menikah;perempuan;panggilan;46;223000000;733000000;1734012;30;12
April Miller;"Gg. S. Parman No. 922
Sungai Penuh, Jawa Timur 39487";+62-0126-139-7793;9,63339E+15;39487;1;15;Gorontalo, 13-01-1981;42;Cerai mati;perempuan;panggilan;34;285000000;494000000;1010351;58;14
Linda Levine;"Jalan Moch. Ramdan No. 86
Bogor, Papua Barat 81290";+62 (220) 202-3534;7,20693E+15;81290;12;3;Lampung, 12-05-1996;27;Cerai mati;perempuan;panggilan;37;246000000;681500000;902204;36;14
Laura Dalton;"Gang Otto Iskandardinata No. 6
Surabaya, BT 38754";+62 (161) 725 3085;1,06538E+15;38754;20;5;Sumatera Selatan, 24-10-1991;32;Cerai hidup;perempuan;panggilan;42;734000000;758000000;1509862;97;11
Michael Shepard;"Jl. Erlangga No. 10
Kota Administrasi Jakarta Barat, BE 58501";+62 (918) 508 6585;7,24511E+15;58501;6;8;Kalimantan Timur, 06-01-1991;32;Belum menikah;laki-laki;panggilan;40;117000000;309000000;911984;38;14
Angela Cervantes;"Jalan Gegerkalong Hilir No. 842
Metro, Sulawesi Selatan 25120";+62-0131-269-2327;1,2135E+15;25120;16;12;Banten, 19-04-1983;40;Cerai mati;laki-laki;panggilan;48;91000000;182000000;1176464;50;11
Nicole Salazar;"Jl. R.E Martadinata No. 61
Meulaboh, RI 01007";+62 (77) 582-9295;3,33452E+15;1007;1;6;Lampung, 30-03-1993;30;Menikah;perempuan;panggilan;45;250000000;826500000;1832011;30;14
Monica Frost MD;"Jalan Raya Ujungberung No. 6
Samarinda, Sulawesi Barat 76315";+62 (70) 676-8726;6,39155E+15;76315;5;3;Jawa Timur, 25-01-1976;47;Cerai mati;laki-laki;panggilan;43;177000000;691500000;1245591;26;11
Judith James;"Gang Cihampelas No. 083
Bitung, DI Yogyakarta 40601";+62-0230-641-7902;9,51611E+15;40601;11;18;Jawa Barat, 22-12-1979;44;Menikah;perempuan;panggilan;37;304000000;337500000;1248181;90;11
Ryan Henry;"Jalan Moch. Toha No. 0
Kota Administrasi Jakarta Utara, KT 15299";+62 (0123) 317 2561;9,78306E+15;15299;11;11;Jambi, 31-12-1964;59;Cerai mati;perempuan;panggilan;36;70000000;184000000;1413687;38;14
Amy Brown;"Jl. Dr. Djunjunan No. 54
Cimahi, Papua 41664";+62 (010) 342 0364;4,97733E+15;41664;8;11;Jawa Timur, 07-09-1989;34;Cerai mati;laki-laki;panggilan;40;371000000;399000000;1047106;93;11
Hector Tran;"Gang Siliwangi No. 03
Tanjungpinang, MA 05131";+62 (067) 052-8954;3,17664E+15;5131;1;14;Lampung, 16-05-1965;58;Cerai hidup;laki-laki;panggilan;38;285000000;347000000;926045;82;11
Sharon Wiley;"Jalan Kutai No. 430
Kota Administrasi Jakarta Utara, JI 55186";+62 (197) 868 9788;7,17184E+15;55186;4;11;Kalimantan Tengah, 09-06-1997;26;Cerai hidup;perempuan;panggilan;42;200000000;245000000;946905;82;11
Lauren Davis;"Jl. Jakarta No. 6
Jayapura, Kalimantan Timur 39971";+62-502-310-6547;9,47591E+15;39971;12;20;Sumatera Selatan, 05-02-1964;59;Cerai mati;perempuan;panggilan;36;273000000;390000000;1147275;70;12
Eric Phillips;"Gang K.H. Wahid Hasyim No. 609
Bima, Bali 38147";+62 (028) 697-2270;8,24297E+15;38147;15;17;Sumatera Barat, 28-10-1976;47;Menikah;laki-laki;panggilan;37;140000000;365500000;1272678;38;14
Tina Henderson;"Jalan Veteran No. 9
Malang, Jawa Tengah 04014";+62-0258-716-7747;5,40457E+15;4014;13;12;Kalimantan Barat, 19-07-1997;26;Cerai hidup;perempuan;panggilan;49;69000000;257500000;1375209;27;12
Margaret Perez;"Jl. Stasiun Wonokromo No. 5
Meulaboh, ST 90746";+62-0691-675-1054;3,78265E+15;90746;12;14;Sumatera Utara, 04-07-1998;25;Menikah;perempuan;panggilan;42;213000000;711000000;1494277;30;13
Stephen Smith;"Jl. M.H Thamrin No. 5
Kota Administrasi Jakarta Utara, SR 97225";+62 (73) 602 4933;6,28736E+15;97225;8;9;Sumatera Barat, 29-02-1964;59;Cerai hidup;perempuan;panggilan;40;316000000;447000000;1288889;71;11
Shannon Frank;"Jl. Medokan Ayu No. 79
Serang, RI 30180";+62 (053) 857 4773;6,28912E+15;30180;18;18;Bengkulu, 14-10-1983;40;Cerai mati;perempuan;panggilan;39;328000000;329500000;1458718;100;12
