collector_nik,collector_name,collector_birth_place,collector_age,collector_gender,collector_education_level,collector_address,collector_latitude,collector_longitude,collector_zip,collector_rt,collector_rw,collector_workday,collector_worktime
4588147456881096,Michelle Lawrence,"Jambi, 19-12-1983",40,perempuan,S1,"Garut, Jawa Barat, Indonesia",-7.677882413,107.8838596,22612,19,15,Senin-Minggu,Siang-Malam
8515277554668824,Tammy Hunt,"Riau, 24-10-1970",53,laki-laki,S1,"Jalan Mojosari - Pamotan, Karas, Rembang, Jawa Tengah, Jawa, 59262, Indonesia",-6.771861235,111.5215728,93051,6,1,Senin-Jumat,Siang-Malam
9.38593E+15,James Werner,"Papua, 04-08-1983",40,laki-laki,S2,"Muara, Jawa Barat, 45159, Indonesia",-6.635901432,108.5771936,51291,5,6,Senin-Jumat,Sore-Malam
1869436677393175,Troy Quinn,"Sulawesi Barat, 07-06-1960",63,laki-laki,S1,"Sukakarya, Garut, Jawa Barat, Indonesia",-7.167365777,107.8038417,17348,2,19,Senin-Minggu,Pagi-Siang
2312305215253024,Mr. Timothy Finley,"Kalimantan Tengah, 27-05-1961",62,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.599956364,106.8314348,29030,6,14,Senin-Jumat,Pagi-Sore
8957271713247795,Lucas Clark,"Jawa Timur, 04-08-1963",60,perempuan,SMA,Address not found,-7.769565032,106.3921699,90599,15,6,Senin-Jumat,Pagi-Siang
8488633065530041,Tammy Myers,"Sumatera Selatan, 17-07-1969",54,perempuan,S1,"Kenteng, Kebumen, Jawa Tengah, Jawa, Indonesia",-7.539350332,109.53889,39017,7,19,Senin-Jumat,Siang-Malam
8310973541676696,Monica Lloyd,"Lampung, 06-02-1979",44,laki-laki,S2,"Cileuleuy, Jawa Barat, 45511, Indonesia",-6.975078756,108.4459794,38820,5,19,Senin-Jumat,Pagi-Siang
3540335784261877,Douglas Richardson,"Gorontalo, 11-07-1986",37,perempuan,D3,"Tawangrejo, Jatirejo, Mojokerto, Jawa Timur, Jawa, Indonesia",-7.755159707,112.4586642,83751,12,8,Senin-Jumat,Sore-Malam
5005120225289541,Teresa Hernandez,"Papua, 25-11-1972",51,laki-laki,SMA,"Jawa Timur, Jawa, Indonesia",-6.291736914,111.9819077,20649,11,9,Senin-Jumat,Pagi-Sore
9384570865998705,Bobby Richard,"Kepulauan Bangka Belitung, 28-02-1966",57,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.450438688,106.2481436,57088,11,8,Senin-Jumat,Pagi-Siang
3089695780987393,Alyssa Greene,"Maluku, 26-03-1986",37,perempuan,S1,"Simpang, Cianjur, Jawa Barat, 43191, Indonesia",-7.151455121,106.9927259,85079,19,19,Senin-Jumat,Pagi-Sore
7164312211618475,Lindsey Hobbs,"Sulawesi Utara, 08-09-1980",43,laki-laki,S1,"Dusun Wonosari, Soko, Tuban, Jawa Timur, 62372, Indonesia",-7.064579161,111.9197706,79865,6,17,Senin-Jumat,Pagi-Sore
1432848721817375,Holly Green,"Sulawesi Tengah, 02-05-1999",24,laki-laki,SMA,"Sumber Urip, Blitar, Jawa Timur, Indonesia",-7.971638679,112.4655957,85826,12,4,Senin-Jumat,Pagi-Sore
9253366990487484,David Grimes,"Kalimantan Selatan, 23-11-1978",45,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.923552279,108.4072113,52607,15,12,Senin-Jumat,Pagi-Siang
9313828638094013,Thomas Hester,"Sumatera Utara, 01-09-1971",52,laki-laki,SMA,"Tasikmalaya, Jawa Barat, Indonesia",-7.687412997,108.261015,17176,10,19,Senin-Jumat,Sore-Malam
1338230832548616,Miguel Jackson,"Lampung, 27-03-1960",63,laki-laki,S1,"Karangpatihan, Ponorogo, Jawa Timur, Indonesia",-7.963841509,111.3563301,34315,17,7,Senin-Minggu,Siang-Malam
4347278990487246,Kimberly Jones,"Sulawesi Tenggara, 26-08-1976",47,perempuan,S2,"Sugihwaras, Nganjuk, Jawa Timur, Indonesia",-7.677593899,112.0010806,13297,2,13,Senin-Minggu,Siang-Malam
1925131959185199,Jason Lewis,"Aceh, 02-07-1973",50,perempuan,SMA,"Bojongasih, Sukabumi, Jawa Barat, Indonesia",-6.804153067,106.6928767,8036,7,5,Senin-Jumat,Pagi-Siang
4091050094644108,Brittany Norris,"Aceh, 05-08-1987",36,perempuan,S1,"Kalitengah, Demak, Jawa Tengah, Jawa, 59566, Indonesia",-7.045855633,110.5334715,9585,9,17,Senin-Jumat,Pagi-Sore
5779981871392242,Leslie Solis,"Sulawesi Tengah, 28-08-1982",41,perempuan,SMA,"Jawa Barat, Jawa, Indonesia",-6.332790617,108.6426853,99008,17,16,Senin-Jumat,Siang-Malam
2598610962052433,Jennifer Rogers,"Riau, 22-02-2000",23,laki-laki,S1,"Jalan Bolodewo, Girimulyo Dua, Girimulyo, Magelang, Jawa Tengah, Jawa, Indonesia",-7.40222086,110.1483348,28562,18,6,Senin-Minggu,Pagi-Sore
4838211144696659,Pamela Carson,"DI Yogyakarta, 15-08-1972",51,laki-laki,S1,"Dusun Tambakreja Desa Binangun, Binangun, Cilacap, Jawa Tengah, Indonesia",-7.535801805,108.9275562,73065,10,18,Senin-Jumat,Siang-Malam
7410984691112912,Jason Keith,"Jawa Timur, 06-07-1987",36,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.790829642,110.4079598,63486,14,8,Senin-Jumat,Pagi-Siang
2790886756241735,Heather Kaufman,"Lampung, 10-05-1990",33,perempuan,S1,"Makam Emmeril Kahn Mumtaz, Cimaung, Bandung, Jawa Barat, Jawa, 40374, Indonesia",-7.090638568,107.5562444,19030,11,18,Senin-Jumat,Pagi-Sore
1216986938171478,Richard Wade,"Nusa Tenggara Barat, 01-03-1972",51,perempuan,S1,"Bantunan, Jepara, Jawa Tengah, Jawa, Indonesia",-6.407540371,110.8618919,79297,20,2,Senin-Minggu,Sore-Malam
3140143261350241,Ryan Tanner,"Kalimantan Utara, 30-07-1995",28,laki-laki,S2,"Sembongin, Blora, Jawa Tengah, Jawa, Indonesia",-7.008942689,111.3597009,58994,11,1,Senin-Minggu,Siang-Malam
7486953651133196,Dorothy Mejia,"Bali, 24-12-1979",44,laki-laki,S1,"Cijulang, Ciamis, Jawa Barat, 46153, Indonesia",-7.248354771,108.2024314,41146,5,9,Senin-Jumat,Siang-Malam
6913730762521459,Ashley Jackson,"Nusa Tenggara Barat, 03-06-1967",56,laki-laki,SMA,"Gempoltukmloko, Lamongan, Jawa Timur, Indonesia",-7.186277555,112.4446766,90365,5,12,Senin-Jumat,Siang-Malam
5062696555518894,Ashley Hunt,"Sulawesi Tengah, 24-08-1981",42,laki-laki,D4,"Rembul, Tegal, Jawa Tengah, Jawa, 52466, Indonesia",-7.175712866,109.1667718,22316,17,2,Senin-Jumat,Pagi-Siang
5181111269746786,Kelly Medina,"Sulawesi Tenggara, 30-06-1981",42,laki-laki,S1,"Jalan Bubulan-Judeg, Sumber Bendo, Bojonegoro, Jawa Timur, Jawa, 62172, Indonesia",-7.32579492,111.8578345,50530,10,15,Senin-Jumat,Siang-Malam
2422035278658554,Bobby Williams,"Sulawesi Barat, 01-08-1992",31,laki-laki,S2,"Slaharwotan, Ngimbang, Lamongan, Jawa Timur, Indonesia",-7.27875276,112.1733605,25440,3,1,Senin-Jumat,Sore-Malam
4869142539631807,Cindy Miranda,"Sumatera Utara, 28-09-1961",62,perempuan,S1,"Ngering, Klaten, Jawa Tengah, Jawa, 57452, Indonesia",-7.750480299,110.5628522,70180,3,10,Senin-Minggu,Pagi-Sore
3474949895768594,Christopher Garcia,"Kalimantan Selatan, 13-11-1962",61,perempuan,SMA,Address not found,-7.797616373,106.0680423,93593,7,3,Senin-Jumat,Pagi-Siang
1649169936131914,Monique Anderson,"Papua, 18-01-1984",39,laki-laki,S1,"Prampelan Kidul, Prampelan, Demak, Jawa Tengah, Jawa, 59567, Indonesia",-6.969135381,110.5381368,7115,14,1,Senin-Jumat,Sore-Malam
8411608220742243,Anna Collins,"Kalimantan Utara, 23-01-1989",34,laki-laki,S2,Address not found,-7.571004792,106.0328016,82703,8,17,Senin-Jumat,Sore-Malam
9975811110258469,Cindy Grimes,"Sulawesi Tengah, 05-07-1977",46,laki-laki,S2,"Kanyoran, Jawa Timur, Jawa, Indonesia",-7.84813513,111.9002382,7182,14,13,Senin-Minggu,Siang-Malam
6607173045008484,Eduardo Howell,"Jawa Barat, 07-06-1989",34,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-7.978144387,109.7860305,6243,18,20,Senin-Jumat,Pagi-Sore
9605038825730773,Kim Smith,"Sulawesi Tenggara, 26-01-1961",62,laki-laki,S1,"Banten, Jawa, Indonesia",-6.855853381,105.9833427,42506,14,17,Senin-Jumat,Sore-Malam
2695438547312664,Cynthia Andrade,"Nusa Tenggara Barat, 10-12-1979",44,laki-laki,S1,"Jalan Poros Desa Plangwot-Bulutigo, Jangkungsomo, Lamongan, Jawa Timur, Indonesia",-6.992286765,112.2727562,90096,10,16,Senin-Minggu,Sore-Malam
9041206306221487,Jessica Solomon,"DKI Jakarta, 19-12-1960",63,perempuan,S1,"Pecarikan, Kebumen, Jawa Tengah, Jawa, Indonesia",-7.674020654,109.7972185,3271,15,13,Senin-Minggu,Sore-Malam
5.59577E+15,Brandon Martinez,"Jawa Tengah, 18-08-1987",36,laki-laki,S1,"Kebonturi, Jawa Barat, 45162, Indonesia",-6.657266827,108.4040773,83511,16,20,Senin-Jumat,Pagi-Siang
1720696576783827,Travis Hall,"Aceh, 28-01-1973",50,laki-laki,S1,"Cilacap, Kelurahan Sidanegara Kecamatan Cilacap, Cilacap, Jawa Tengah, Jawa, 53222, Indonesia",-7.791010806,109.0528335,64553,19,1,Senin-Jumat,Sore-Malam
7352032926004094,Mary Johnson,"Bengkulu, 21-02-1996",27,laki-laki,SMA,"Gumukrejo, Ngadirejo, Tlogolele, Selo, Boyolali, Jawa Tengah, Jawa, 56481, Indonesia",-7.516352898,110.405087,95607,10,5,Senin-Jumat,Sore-Malam
6666520073340755,Jeffrey Gomez,"Jawa Tengah, 07-09-1963",60,perempuan,D3,"Mulyasari, Tasikmalaya, Jawa Barat, 46392, Indonesia",-7.541493195,108.3058668,40151,2,19,Senin-Jumat,Pagi-Sore
9871740069283481,Brittany Washington,"Sulawesi Utara, 11-07-1993",30,perempuan,S1,"Cibeber, Tasikmalaya, Jawa Barat, Indonesia",-7.696528355,108.1913611,39453,1,16,Senin-Jumat,Pagi-Sore
5956136887321445,Jennifer Mullins,"Kalimantan Barat, 05-03-1980",43,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.900354923,108.8377401,39650,4,12,Senin-Jumat,Pagi-Siang
4.12021E+15,William Munoz,"Sulawesi Utara, 17-02-1984",39,laki-laki,S3,"Jawa Tengah, Jawa, Indonesia",-7.95481193,109.3359905,38399,4,2,Senin-Jumat,Pagi-Sore
7202991789998203,Shannon Wright,"Kalimantan Selatan, 05-11-2000",23,laki-laki,S1,"Jawa Barat, Indonesia",-6.36477245,107.4781072,87839,7,7,Senin-Jumat,Sore-Malam
5695161312743998,Danielle Dyer PhD,"Sulawesi Tenggara, 15-03-1972",51,laki-laki,SMA,"Banten, Jawa, Indonesia",-7.154286263,105.9042105,80088,8,5,Senin-Jumat,Sore-Malam
1.83284E+15,Janice Evans,"Riau, 15-03-1988",35,perempuan,S1,"Kertajaya, Sukabumi, Jawa Barat, Indonesia",-7.06224385,106.5583147,50834,19,11,Senin-Jumat,Pagi-Sore
6180111170310174,William Brown,"DI Yogyakarta, 05-11-1994",29,perempuan,S1,"Cirimekar, Cibinong, Bogor, Jawa Barat, 16917, Indonesia",-6.470529104,106.8652919,63083,16,2,Senin-Jumat,Sore-Malam
2573112550205166,Elizabeth Jackson,"Sulawesi Tenggara, 27-03-1961",62,laki-laki,S1,Address not found,-7.908034375,107.3395246,91880,9,13,Senin-Minggu,Sore-Malam
5856808830162737,Joshua Cox,"Sulawesi Tenggara, 01-03-1983",40,perempuan,S2,"Jawa Tengah, Jawa, Indonesia",-6.352167158,109.0972353,33029,2,8,Senin-Jumat,Siang-Malam
2658543643864925,Laurie Vang,"Gorontalo, 26-02-1980",43,laki-laki,S2,"Jawa Barat, Jawa, Indonesia",-7.563936841,107.0044128,79383,15,14,Senin-Jumat,Siang-Malam
6083873041187733,Derek Sandoval,"Sumatera Selatan, 05-10-1969",54,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.008054325,106.4397495,85138,19,17,Senin-Jumat,Siang-Malam
4897452350163423,Anthony Conley,"Aceh, 26-12-1989",34,laki-laki,SMA,"Mekarjaya, Jawa Barat, Indonesia",-6.944680439,108.5829908,10381,20,16,Senin-Jumat,Sore-Malam
7813240852665694,Dawn Rodriguez,"Kepulauan Riau, 21-04-1971",52,laki-laki,S1,"Sembojo, Lebak, Jepara, Jawa Tengah, Jawa, 59427, Indonesia",-6.594229758,110.7416478,72008,15,3,Senin-Jumat,Pagi-Siang
1039335323815832,Olivia Powell,"Kepulauan Riau, 21-08-1994",29,laki-laki,S1,"Karangjaladri, Desa Karangbenda, Pangandaran, Jawa Barat, Indonesia",-7.708004509,108.5379804,52355,11,17,Senin-Jumat,Pagi-Sore
7528954987609841,Kevin Campbell,"Kalimantan Selatan, 01-05-1998",25,perempuan,SMA,"Bojongsari, Sukabumi, Jawa Barat, 43168, Indonesia",-7.016155082,106.9041888,65040,19,5,Senin-Minggu,Pagi-Siang
4.72166E+15,Stephen Clark,"Bali, 01-04-1970",53,perempuan,S1,"Payakan, Wonosobo, Jawa Tengah, Jawa, 56364, Indonesia",-7.502651844,109.8083805,4945,9,2,Senin-Jumat,Pagi-Sore
4828441022949904,Meagan Harrison,"Sulawesi Utara, 11-08-1982",41,laki-laki,S1,"Jenar, Sragen, Jawa Tengah, Jawa, Indonesia",-7.342216777,111.1090178,62879,10,4,Senin-Jumat,Sore-Malam
4756416108993009,Christian Lewis,"Sumatera Selatan, 25-10-1963",60,laki-laki,S1,"Tasikmalaya, Jawa Barat, Indonesia",-7.555668466,107.9479104,56696,12,5,Senin-Jumat,Pagi-Sore
3.64081E+15,Christopher Collins,"Jawa Timur, 27-08-1968",55,laki-laki,D3,"Cisalak, Cianjur, Jawa Barat, Indonesia",-7.459119634,107.2963093,52630,14,9,Senin-Jumat,Siang-Malam
3462553800782477,Brandy Miller,"Nusa Tenggara Timur, 09-06-1984",39,laki-laki,SMA,"Mandirejo, Majatengah, Banjarnegara, Jawa Tengah, Jawa, Indonesia",-7.305695592,109.6823157,67448,16,13,Senin-Minggu,Pagi-Siang
1377799147233323,Jonathan Hendricks,"Nusa Tenggara Barat, 14-05-1998",25,laki-laki,S1,Address not found,-7.836513896,107.2805017,90083,20,19,Senin-Jumat,Siang-Malam
3969139290420815,Danielle Salazar,"Gorontalo, 21-03-1974",49,laki-laki,SMA,"Kendal, Jawa Tengah, Jawa, 51313, Indonesia",-6.856211385,110.0596402,19575,20,13,Senin-Jumat,Sore-Malam
5766115674597923,Catherine Chan,"Kalimantan Tengah, 27-10-1989",34,laki-laki,S1,"jalan kampung, Butoh, Bojonegoro, Jawa Timur, 62191, Indonesia",-7.1779846,112.0283339,50819,14,11,Senin-Jumat,Sore-Malam
4586909835525647,Alan Adams,"Gorontalo, 19-05-1963",60,perempuan,D3,"Jawa Barat, Jawa, Indonesia",-7.344997176,106.3400172,72795,14,14,Senin-Jumat,Sore-Malam
4936815220651656,Lauren Allen,"Jawa Timur, 12-04-1983",40,laki-laki,S1,"Sumbergirang, Mojokerto, Jawa Timur, Indonesia",-7.5231522,112.473248,29885,2,15,Senin-Jumat,Pagi-Sore
3567153866666025,John Richardson,"DKI Jakarta, 19-02-1989",34,perempuan,S1,"Kalitengah, Kalikalang, Wonosobo, Jawa Tengah, Jawa, Indonesia",-7.275799898,109.9446099,26431,17,4,Senin-Jumat,Pagi-Siang
8296880063363958,Tracy Vazquez,"Nusa Tenggara Barat, 21-01-1968",55,laki-laki,S2,"Sirigan, Jawa Timur, Jawa, Indonesia",-7.451078338,111.3111794,54000,6,18,Senin-Jumat,Siang-Malam
8202303427894291,Nicole Lopez,"Sulawesi Selatan, 07-03-1979",44,perempuan,S3,"Karangtengah, Purbalingga, Jawa Tengah, Jawa, 53181, Indonesia",-7.451158928,109.3470846,96171,15,4,Senin-Jumat,Pagi-Siang
8686960362090597,Kimberly Lopez,"Sulawesi Selatan, 26-07-1961",62,laki-laki,D4,"Sukoreno, Sentolo, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, 55664, Indonesia",-7.881673642,110.2179682,31929,19,4,Senin-Jumat,Pagi-Sore
3844144142185315,John Dickerson Jr.,"Gorontalo, 31-07-1974",49,perempuan,S2,Address not found,-7.994922683,109.258155,34282,9,12,Senin-Jumat,Sore-Malam
7979995923452507,Catherine James,"Papua, 31-08-1993",30,laki-laki,S1,"Bantar Agung, Sukabumi, Jawa Barat, Indonesia",-7.106090573,106.7066183,97811,18,19,Senin-Jumat,Pagi-Siang
9262545127177937,Suzanne Vance,"Bali, 03-12-1967",56,perempuan,S1,"Kedokan Agung, Kabupaten Indramayu, Jawa Barat, Jawa, Indonesia",-6.505013206,108.4198692,98507,12,1,Senin-Jumat,Sore-Malam
5800774825158332,Christopher Jackson,"Sulawesi Tengah, 12-09-1982",41,perempuan,S1,"Rancadaka, Jawa Barat, Indonesia",-6.299550237,107.8529031,90003,10,10,Senin-Jumat,Siang-Malam
7.57816E+15,Gabriela Jones,"Kalimantan Selatan, 26-03-1975",48,perempuan,S1,"Sindulang, Sumedang, Jawa Barat, Indonesia",-6.958435174,107.8879173,1717,3,9,Senin-Jumat,Sore-Malam
9266707275920591,Anthony Tanner,"Riau, 23-03-1961",62,laki-laki,SMA,"Buniara, Jawa Barat, Indonesia",-6.795295399,107.7867176,70523,13,4,Senin-Jumat,Pagi-Sore
1575899344447531,Glenn Hernandez,"Kalimantan Selatan, 23-03-1973",50,laki-laki,S1,"Pancasari, Getas, Banjarnegara, Jawa Tengah, Jawa, Indonesia",-7.243817036,109.8157482,47844,3,11,Senin-Minggu,Pagi-Siang
8.2295E+15,Andrea Schmidt,"DI Yogyakarta, 18-05-1991",32,laki-laki,S1,"Jawa Timur, Jawa, Indonesia",-6.511270978,112.2830899,28942,13,15,Senin-Minggu,Sore-Malam
5938548183113606,Cynthia Miller,"Kepulauan Bangka Belitung, 05-04-1974",49,laki-laki,S1,"Ronggo, Pati, Jawa Tengah, Jawa, Indonesia",-6.83292933,111.2526203,48155,8,12,Senin-Jumat,Pagi-Sore
8357305946999733,Jamie Salazar,"Kalimantan Selatan, 02-08-1975",48,perempuan,S2,"Jayagiri, Cianjur, Jawa Barat, Indonesia",-7.49380633,107.1754185,59630,14,11,Senin-Jumat,Pagi-Siang
2082287990985604,David Reed,"Nusa Tenggara Barat, 23-06-1968",55,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.395126809,109.2736576,42290,3,6,Senin-Jumat,Pagi-Sore
3698333884262291,Diana Jones,"Aceh, 27-01-1969",54,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.505319352,110.0726451,36750,2,17,Senin-Minggu,Pagi-Siang
7104620516561694,Kyle Arnold,"Riau, 14-04-1964",59,laki-laki,S1,"Batursari, Tegalsari, Senden, Selo, Boyolali, Jawa Tengah, Jawa, 57362, Indonesia",-7.482647017,110.5078938,19555,17,15,Senin-Minggu,Siang-Malam
8385227551202604,Samuel Stein,"Papua, 28-03-1976",47,perempuan,S1,"Cikembar, Sukabumi, Jawa Barat, Indonesia",-6.946630107,106.7947638,99024,9,18,Senin-Jumat,Sore-Malam
5772391325119444,Elizabeth Clayton,"Kalimantan Utara, 04-03-1968",55,laki-laki,D4,"Jalan Raya Sragen - Mojogedang, Kuto, Karanganyar, Jawa Tengah, Jawa, Indonesia",-7.552421241,111.04345,93269,20,4,Senin-Jumat,Siang-Malam
4169262660306047,Christine Simmons,"Kepulauan Bangka Belitung, 02-10-1961",62,laki-laki,D4,"Cilacap, Kelurahan Sidanegara Kecamatan Cilacap, Cilacap, Jawa Tengah, Jawa, 53222, Indonesia",-7.769362185,108.9266899,36618,1,13,Senin-Minggu,Siang-Malam
7434865063265478,Traci Robbins,"Kepulauan Bangka Belitung, 01-10-1967",56,perempuan,S1,"Hutan, Ciamis, Jawa Barat, Indonesia",-7.227899064,108.2689135,3307,9,10,Senin-Jumat,Pagi-Siang
3700652893557412,Don Graham,"Nusa Tenggara Timur, 23-04-1980",43,laki-laki,D4,"Bambang, Lamongan, Jawa Timur, 62252, Indonesia",-7.057668139,112.3984776,93399,11,4,Senin-Minggu,Siang-Malam
8994287280268827,Kristina Anderson,"Kalimantan Barat, 18-08-1975",48,laki-laki,S2,"Tambakrejo, Bojonegoro, Jawa Timur, Jawa, Indonesia",-7.372793978,111.603844,43909,8,4,Senin-Jumat,Siang-Malam
4044519572205124,Andrew Warren,"Nusa Tenggara Barat, 22-07-1985",38,perempuan,SMA,"Jawa Barat, Jawa, Indonesia",-7.690283785,106.8169293,43331,12,6,Senin-Jumat,Pagi-Siang
7503471167946383,Leslie Daniels,"Kalimantan Utara, 22-08-1984",39,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-7.80565764,109.3287248,82390,7,12,Senin-Jumat,Pagi-Siang
6616726262575208,Richard Dickson,"Maluku, 13-08-1969",54,perempuan,D3,"Narukan, Rembang, Jawa Tengah, Jawa, Indonesia",-6.697597478,111.5935173,66613,20,20,Senin-Jumat,Sore-Malam
6172576729617239,Ashley Johnson,"Lampung, 22-10-1974",49,perempuan,S1,"Banten, Jawa, Indonesia",-7.067665814,105.9593349,83657,11,8,Senin-Jumat,Pagi-Siang
4.53504E+15,Daniel Rubio,"Sulawesi Utara, 17-08-1967",56,perempuan,S2,"Jawa Tengah, Jawa, Indonesia",-6.464954502,109.1761726,18950,7,13,Senin-Jumat,Pagi-Siang
4.61312E+15,Kayla Eaton,"Maluku, 13-10-1992",31,perempuan,S1,"Pekiringan, Purbalingga, Jawa Tengah, Jawa, Indonesia",-7.32790018,109.4642449,28161,12,16,Senin-Jumat,Sore-Malam
5709318409220443,Melissa Floyd,"Gorontalo, 12-02-1986",37,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.667241692,110.1259015,47324,3,11,Senin-Jumat,Pagi-Siang
6.03044E+15,Bruce Barnes,"Banten, 24-11-1969",54,perempuan,S3,"Lolong, Pekalongan, Jawa Tengah, Jawa, Indonesia",-7.069192579,109.6474756,29565,5,5,Senin-Jumat,Siang-Malam
4321747485028844,Katherine Collins,"Aceh, 21-03-1961",62,perempuan,S1,Address not found,-7.849285804,106.9247844,76740,20,3,Senin-Jumat,Pagi-Sore
5776659445853983,Shannon Frost,"Kepulauan Bangka Belitung, 16-08-1963",60,laki-laki,D4,"Jawa Tengah, Jawa, Indonesia",-7.962168366,109.5841686,18143,19,6,Senin-Jumat,Pagi-Sore
6467133160391284,Monica Williams,"Kalimantan Barat, 10-03-1967",56,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.545652249,111.3237064,87112,2,4,Senin-Jumat,Pagi-Siang
5706057955006069,Anthony Bell,"Lampung, 17-08-1993",30,laki-laki,SMA,"Cihea, Cianjur, Jawa Barat, Indonesia",-6.90718238,107.3047916,6928,1,4,Senin-Minggu,Sore-Malam
1561641776410898,Robert Frank,"Riau, 24-07-1968",55,laki-laki,S1,"Panyingkiran, Jawa Barat, Jawa, Indonesia",-6.474103305,107.6355245,58354,14,11,Senin-Jumat,Sore-Malam
9878860000236105,Shannon Cook,"Aceh, 11-09-1980",43,laki-laki,SMA,"Jawa Barat, Jawa, Indonesia",-7.865491495,108.25991,29577,14,7,Senin-Jumat,Siang-Malam
8947422412513906,Louis Chang,"DI Yogyakarta, 08-10-1968",55,laki-laki,S1,"Pasiripis, Majalengka, Jawa Barat, Indonesia",-6.627205199,108.1963676,19162,10,18,Senin-Jumat,Pagi-Siang
6444544889928059,Amanda Stewart,"Jambi, 11-04-1961",62,laki-laki,D4,"Galumpit, Jawa Barat, Indonesia",-6.643320518,107.3224626,60523,4,8,Senin-Jumat,Sore-Malam
4894692281068323,Perry Villarreal,"Kalimantan Utara, 24-06-1980",43,perempuan,SMA,"Purworejo, Jawa Tengah, Jawa, 54119, Indonesia",-7.7366628,110.032622,24003,16,2,Senin-Jumat,Pagi-Sore
1267248955493733,Michelle Davis,"Jambi, 22-07-1984",39,perempuan,S1,"Ramasari, Cianjur, Jawa Barat, 40554, Indonesia",-6.852904225,107.2948134,25490,6,2,Senin-Jumat,Pagi-Sore
9134416743693796,Tiffany Carter,"Sulawesi Utara, 11-02-1971",52,laki-laki,S2,"Rembang, Jawa Tengah, Jawa, 59211, Indonesia",-6.578631044,111.3175839,61950,6,8,Senin-Jumat,Pagi-Siang
8903796793330354,Dr. Eric Hayden MD,"Nusa Tenggara Barat, 14-05-1983",40,perempuan,S1,"Watuceleng, Tanjung, Jepara, Jawa Tengah, Jawa, Indonesia",-6.594050801,110.7754219,91233,2,4,Senin-Jumat,Pagi-Sore
2594868568559237,Ryan West,"Papua, 20-08-1975",48,laki-laki,S1,Address not found,-7.603967174,105.9400774,73374,3,12,Senin-Jumat,Pagi-Sore
3289110769129477,Daniel Keith,"Papua, 03-05-1987",36,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.897806702,108.0271392,43992,16,14,Senin-Jumat,Sore-Malam
5215122002521087,Jason Robinson,"Jambi, 06-02-1979",44,laki-laki,S1,"Kertamanah, Jawa Barat, Indonesia",-6.553576986,107.294713,14806,17,13,Senin-Jumat,Pagi-Siang
4302441700006033,Annette Hill,"Jawa Barat, 04-04-1984",39,perempuan,S1,"Lebak, Grobogan, Jawa Tengah, Jawa, Indonesia",-7.010381777,110.9583797,38705,4,14,Senin-Jumat,Pagi-Siang
9432530186307616,Kristen Barker,"Maluku Utara, 19-08-1979",44,laki-laki,S1,"Tempel, Weleri, Kendal, Jawa Tengah, Jawa, 51355, Indonesia",-6.978729071,110.0680968,31619,1,5,Senin-Jumat,Pagi-Siang
7635902419365102,Gregory Green,"DKI Jakarta, 27-08-1984",39,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.565049394,107.4340013,10500,4,16,Senin-Minggu,Sore-Malam
5793475769998091,Kaylee Miller,"Gorontalo, 25-02-1971",52,laki-laki,SMA,"Tasikmalaya, Jawa Barat, Indonesia",-7.625006492,107.9746945,41891,11,5,Senin-Jumat,Pagi-Sore
7982564517818243,Zachary Curtis,"Gorontalo, 24-04-1974",49,perempuan,S1,"Bojonegoro, Jawa Timur, 62371, Indonesia",-7.077665175,112.0276857,10197,3,8,Senin-Jumat,Siang-Malam
1091626090033196,Alexander Rogers,"Nusa Tenggara Barat, 17-08-1964",59,laki-laki,S1,"Dadap, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.430637474,108.4398087,67027,2,18,Senin-Jumat,Siang-Malam
1052362631069319,Natalie Sexton,"Jawa Timur, 16-10-1991",32,perempuan,SMA,"Pudakkulon, Ponorogo, Jawa Timur, Indonesia",-7.822907421,111.7170883,17180,3,1,Senin-Jumat,Pagi-Siang
2031703475304628,Jeffrey Morton,"Jawa Tengah, 10-06-1962",61,laki-laki,SMA,"Ngerangan, Klaten, Jawa Tengah, Jawa, 55853, Indonesia",-7.804846212,110.6931373,20175,3,10,Senin-Jumat,Pagi-Sore
2337828104146514,Jane Anderson,"Sulawesi Barat, 04-02-1993",30,laki-laki,SMA,"Madiun, Jawa Timur, Indonesia",-7.675500686,111.7629729,84781,18,13,Senin-Jumat,Pagi-Sore
