debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,aging,previous_collection_status,previous_payment_status,amount_of_late_days,tenure,best_collection_method,debtor_latitude,debtor_longitude
8331212472808279,Natalia Suryono,perempuan,"DKI Jakarta, 03-05-1991",32,"Jalan Kiaracondong No. 35
Subulussalam, Bengkulu 77683",77683,1,4,Belum menikah,Pengusaha,CV Anggriawan Oktaviani (Persero) Tbk,+62 (668) 178 1451,Hari kerja,"pagi, malam",87964911.78,SMP,622,Lancar,Berhasil,Tepat waktu,0,21,WhatsApp,-7.001126,108.103991
8518688975670421,Garan Firgantoro,laki-laki,"Sumatera Barat, 10-06-1983",40,"Gang Waringin No. 3
Tidore Kepulauan, NB 10254",10254,20,16,Belum menikah,Profesional,Perum Maryati Simanjuntak Tbk,+62 (58) 311 8397,Akhir pekan,"pagi, sore, malam",61198145.063780345,S-2,649,Lancar,Berhasil,Tepat waktu,0,20,WhatsApp,-8.286468,111.047548
1301133084045602,Tgk. Ida Waskita,laki-laki,"Sulawesi Selatan, 13-01-1989",34,"Gang Merdeka No. 1
Malang, NB 14789",14789,4,4,Cerai hidup,Pegawai Negeri,Perum Gunawan Suwarno,+62 (0594) 490 5022,Akhir pekan,"pagi, sore, malam",159900892.80735278,D-4,735,Macet,Berhasil,Terlambat,3,37,Telepon,-6.391684,107.623904
6356037427793796,Dr. Malika Waluyo,laki-laki,"Sulawesi Tenggara, 09-10-1992",31,"Gg. Sentot Alibasa No. 607
Tangerang, AC 02754",2754,4,2,Cerai hidup,Pegawai Swasta,Perum Dabukke Tbk,+62 (023) 736 2303,Hari kerja,"pagi, malam",15434961.608262315,S-1,665,Diragukan,Gagal,Terlambat,11,9,Field,-6.185561,106.915834
7922574553353792,Tugiman Mayasari,laki-laki,"Gorontalo, 17-08-1967",56,"Jalan M.H Thamrin No. 0
Sabang, PB 87812",87812,7,15,Belum menikah,Pegawai Negeri,UD Haryanto (Persero) Tbk,-4556,Akhir pekan,"pagi, sore, malam",1000000,D-4,750,Diragukan,Gagal,Terlambat,15,6,Field,-8.008652,107.255428
9138585072910541,"Cut Nadia Habibi, M.TI.",perempuan,"Kalimantan Tengah, 15-02-1995",28,"Gang Ahmad Yani No. 16
Tarakan, Maluku 85522",85522,17,11,Menikah,Pegawai Swasta,PD Sihotang Suryatmi,-8962,Hari kerja,"pagi, malam",47036523.185764566,SMP,508,Kurang Lancar,Berhasil,Terlambat,2,16,Telepon,-6.263808,109.087093
4565239583636953,Yani Mayasari,laki-laki,"DKI Jakarta, 05-10-1980",43,"Jl. Gedebage Selatan No. 72
Kota Administrasi Jakarta Utara, SU 52424",52424,14,7,Cerai hidup,Pengusaha,UD Kusumo Tbk,+62 (140) 850-9184,Akhir pekan,"pagi, sore, malam",33587850.584383816,SMA,747,Dalam Perhatian Khusus,Gagal,Terlambat,3,7,Telepon,-6.869101,110.104792
9352257718379406,Timbul Melani,perempuan,"Gorontalo, 28-12-1976",47,"Jl. Cihampelas No. 293
Pekanbaru, AC 57902",57902,17,1,Menikah,Buruh,PD Hutasoit Hutagalung,+62 (39) 593 7950,Hari kerja,malam,35657237.37677368,S-2,767,Lancar,Berhasil,Tepat waktu,2,7,WhatsApp,-7.546323,109.272469
5640487790243458,Mustika Sitorus,perempuan,"Jawa Timur, 24-07-1993",30,"Jl. Ahmad Dahlan No. 7
Blitar, NT 94002",94002,7,2,Menikah,Profesional,UD Hastuti Uwais Tbk,-8858,Hari kerja,"pagi, malam",121339652.70182136,S-2,601,Dalam Perhatian Khusus,Berhasil,Terlambat,0,32,Telepon,-7.425622,107.928753
9404537636227906,"Ir. Jarwa Nurdiyanti, S.I.Kom",perempuan,"Jawa Tengah, 15-04-1982",41,"Jalan H.J Maemunah No. 70
Balikpapan, Sumatera Utara 92235",92235,17,2,Belum menikah,Pegawai Swasta,CV Pranowo Wastuti,+62 (0542) 307 7376,Hari kerja,"pagi, malam",1000000,SMA,503,Kurang Lancar,Berhasil,Tepat waktu,1,3,WhatsApp,-8.269166,110.723588
6962843369689590,Bagya Rajata,perempuan,"Bali, 17-09-1989",34,"Jalan HOS. Cokroaminoto No. 365
Semarang, SR 33190",33190,20,11,Menikah,Pegawai Negeri,UD Sinaga Nugroho,+62 (84) 548-0310,Hari kerja,malam,103641069.95996188,D-4,650,Macet,Berhasil,Terlambat,7,27,Telepon,-6.307182,112.221534
7519796838358880,"Bancar Utami, S.E.",laki-laki,"Kalimantan Selatan, 23-10-1966",57,"Gg. Asia Afrika No. 87
Prabumulih, SB 70871",70871,19,8,Cerai hidup,Profesional,PD Yuniar Tbk,-9410,Hari libur nasional/cuti bersama,"pagi, sore, malam",59516585.89624612,D-3,846,Dalam Perhatian Khusus,Berhasil,Terlambat,0,10,Telepon,-7.937138,107.92358
8741987124254095,Asmadi Hutagalung,laki-laki,"Aceh, 12-05-1960",63,"Jl. Laswi No. 020
Bontang, Jawa Barat 87221",87221,11,15,Cerai mati,Profesional,Perum Marbun Tbk,+62 (280) 323 4260,Akhir pekan,"pagi, sore, malam",58873030.59002554,D-4,611,Dalam Perhatian Khusus,Gagal,Terlambat,0,10,Telepon,-7.05278,109.469718
4245073257894393,Gasti Prasetyo,laki-laki,"Sulawesi Selatan, 09-12-1989",34,"Gang Wonoayu No. 2
Ambon, JA 97129",97129,7,8,Menikah,Pegawai Negeri,PT Kuswoyo Tbk,-6503,Akhir pekan,"pagi, sore, malam",12578822.031023083,S-1,693,Dalam Perhatian Khusus,Gagal,Terlambat,0,7,Telepon,-6.791286,112.126918
7531194351183881,"Candra Mustofa, M.Farm",perempuan,"Riau, 27-01-1967",56,"Jl. Ahmad Dahlan No. 2
Sabang, SB 65888",65888,7,13,Belum menikah,Profesional,PD Irawan Rajasa,+62 (46) 443-4388,Akhir pekan,"pagi, sore, malam",96527256.27495112,S-3,562,Diragukan,Berhasil,Terlambat,15,26,Field,-7.829292,110.254715
9256525345106293,"T. Estiono Prastuti, S.T.",laki-laki,"DKI Jakarta, 01-01-1991",32,"Jl. Kutisari Selatan No. 66
Medan, SB 66161",66161,3,16,Cerai hidup,Pegawai Swasta,PT Pertiwi Lailasari,+62 (01) 442 5980,Hari kerja,"pagi, malam",94720942.35853344,S-2,611,Dalam Perhatian Khusus,Berhasil,Terlambat,0,17,Telepon,-6.784062,108.723741
6942196894339098,"dr. Zamira Putra, M.TI.",laki-laki,"Gorontalo, 15-10-1991",32,"Gang Rajawali Timur No. 389
Makassar, DI Yogyakarta 08137",8137,7,6,Cerai mati,Pegawai Swasta,Perum Wastuti,+62 (96) 093-7930,Hari kerja,"pagi, malam",50121057.69475117,SD,452,Diragukan,Berhasil,Terlambat,14,14,Telepon,-6.530359,106.466965
5763803230680054,Harimurti Purnawati,laki-laki,"Sulawesi Tenggara, 04-12-1965",58,"Jalan Pasteur No. 18
Tomohon, Aceh 79574",79574,2,15,Menikah,Pegawai Negeri,CV Anggraini Salahudin,+62 (34) 598-9274,Hari kerja,malam,101860609.26217116,D-3,611,Kurang Lancar,Gagal,Terlambat,24,30,Field,-6.841236,113.821972
8690533699431905,Hana Suryatmi,laki-laki,"Banten, 30-07-1996",27,"Jl. Wonoayu No. 11
Lubuklinggau, Kepulauan Riau 41986",41986,17,12,Cerai hidup,Pegawai Swasta,UD Laksita Widodo,-3564,Akhir pekan,"pagi, sore, malam",143606817.8548485,S-1,735,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,41,WhatsApp,-6.182065,108.835829
1962710119321511,Yance Riyanti,laki-laki,"Nusa Tenggara Timur, 22-02-1965",58,"Jl. Ronggowarsito No. 515
Jayapura, JT 46400",46400,6,20,Belum menikah,Pegawai Negeri,PT Zulkarnain Tbk,+62 (0498) 724-0668,Hari kerja,malam,39103826.07576916,S-2,663,Dalam Perhatian Khusus,Gagal,Terlambat,0,14,Telepon,-8.145025,111.268267
2905478484352028,"Wardi Mandala, M.Farm",laki-laki,"Riau, 19-10-1968",55,"Gang Cikutra Timur No. 66
Bandar Lampung, Kalimantan Tengah 40971",40971,9,11,Cerai mati,Profesional,PD Narpati,-3371,Hari libur nasional/cuti bersama,"pagi, sore, malam",82367862.91,SD,551,Macet,Berhasil,Tepat waktu,15,15,Field,-7.899193,107.571076
2766524701348455,KH. Tugiman Wijayanti,perempuan,"Sulawesi Tengah, 24-09-1960",63,"Gang BKR No. 6
Manado, SU 63609",63609,5,15,Belum menikah,Profesional,PT Yuniar Safitri,-2012,Hari kerja,"pagi, malam",82725598.91798317,SMA,621,Macet,Gagal,Terlambat,23,15,Field,-7.928076,109.781243
5724919049395137,Malika Ramadan,laki-laki,"Jawa Tengah, 10-12-1993",30,"Gang Kutisari Selatan No. 384
Tual, Gorontalo 62556",62556,4,16,Cerai hidup,Pegawai Negeri,Perum Hariyah,+62 (012) 276 0268,Hari kerja,malam,62725063.202035874,S-1,644,Diragukan,Berhasil,Terlambat,4,18,Telepon,-6.444959,110.633319
2654033224451421,Purwanto Rajasa,laki-laki,"Sulawesi Utara, 21-08-1983",40,"Gang Siliwangi No. 09
Banjarmasin, PA 19659",19659,16,6,Menikah,Pengusaha,UD Lailasari Susanti (Persero) Tbk,-1684,Hari kerja,"pagi, malam",49084611.264610335,S-3,598,Kurang Lancar,Gagal,Terlambat,15,6,Field,-7.010733,112.105232
3952940258103166,dr. Patricia Suartini,laki-laki,"Sulawesi Tenggara, 27-10-1988",35,"Jl. Wonoayu No. 51
Bekasi, Kalimantan Barat 76814",76814,10,19,Menikah,Pegawai Negeri,PD Wacana Tbk,+62 (64) 632 0517,Hari kerja,malam,82688932.95021895,SMA,515,Kurang Lancar,Berhasil,Terlambat,9,18,Telepon,-6.843504,108.826435
6007699298050575,Bala Waluyo,perempuan,"Bengkulu, 28-04-1972",51,"Gg. Kutisari Selatan No. 1
Jayapura, KB 87739",87739,2,2,Menikah,Buruh,CV Mulyani Siregar (Persero) Tbk,+62 (081) 329 7201,Hari kerja,malam,48209025.69923578,D-3,703,Dalam Perhatian Khusus,Berhasil,Terlambat,0,12,Telepon,-7.970996,112.561004
4391088508008817,Jumadi Padmasari,laki-laki,"Bali, 04-06-1992",31,"Jl. Wonoayu No. 0
Bogor, BB 60716",60716,13,20,Menikah,Pengusaha,Perum Rahayu Yolanda (Persero) Tbk,-598,Hari kerja,"pagi, malam",72988881.38591787,S-1,730,Macet,Berhasil,Terlambat,0,15,Telepon,-6.257724,109.111302
8336111734072315,Sakti Yuniar,perempuan,"Papua, 10-04-1994",29,"Gang Rajawali Barat No. 3
Batu, Nusa Tenggara Timur 15450",15450,20,13,Cerai hidup,Buruh,UD Saragih (Persero) Tbk,+62 (11) 677 4673,Hari kerja,malam,1000000,D-4,708,Macet,Berhasil,Terlambat,4,5,Telepon,-6.057269,110.894106
2899161454992004,Balamantri Budiyanto,perempuan,"Kalimantan Selatan, 06-01-1997",26,"Jl. Gedebage Selatan No. 14
Padang, SS 56337",56337,11,20,Cerai mati,Pengusaha,PD Suryatmi Hakim Tbk,+62 (23) 015-5609,Hari kerja,"pagi, malam",13204368.407640813,SD,574,Dalam Perhatian Khusus,Berhasil,Tepat waktu,8,3,WhatsApp,-6.327074,108.563712
2286315038711761,Wirda Rahmawati,laki-laki,"Jawa Timur, 27-07-1962",61,"Gg. Veteran No. 904
Kota Administrasi Jakarta Pusat, Bali 12746",12746,19,14,Cerai hidup,Pengusaha,Perum Maryati,-9806,Hari libur nasional/cuti bersama,"pagi, sore, malam",51740378.98,D-3,659,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,10,WhatsApp,-6.626636,106.092929
8384298520890994,"Galih Hutagalung, M.Kom.",perempuan,"Kalimantan Tengah, 24-08-2000",23,"Jl. Soekarno Hatta No. 53
Makassar, Sumatera Utara 54752",54752,11,13,Cerai mati,Profesional,UD Prasasta Maryadi,+62 (0092) 951 8223,Hari kerja,"pagi, malam",39668394.775627226,S-3,666,Lancar,Berhasil,Tepat waktu,4,12,WhatsApp,-8.231517,106.58455
5571045375861009,Titin Santoso,perempuan,"Kalimantan Barat, 20-06-1968",55,"Jalan Jakarta No. 9
Pontianak, Kepulauan Bangka Belitung 65297",65297,4,2,Menikah,Pegawai Negeri,UD Puspita Hutapea,+62 (0999) 697-2288,Hari kerja,malam,98740666.20356914,S-3,474,Macet,Gagal,Terlambat,14,18,Field,-7.819552,112.707606
8381076877827892,Sadina Kuswoyo,perempuan,"Banten, 27-05-1968",55,"Jl. Veteran No. 3
Tasikmalaya, Sumatera Barat 38229",38229,18,9,Belum menikah,Buruh,PD Mandasari Latupono Tbk,+62 (468) 520 5391,Hari kerja,malam,66250780.143060975,SD,648,Dalam Perhatian Khusus,Berhasil,Tepat waktu,3,22,WhatsApp,-7.948936,107.364143
3538621080066315,"Dr. Jamalia Permadi, S.E.",perempuan,"Nusa Tenggara Barat, 18-07-1981",42,"Jalan Moch. Toha No. 069
Dumai, JT 53235",53235,19,2,Cerai mati,Buruh,PD Mahendra Saragih,+62 (087) 029-7421,Hari kerja,malam,77355097.83140579,S-2,496,Lancar,Berhasil,Tepat waktu,0,15,WhatsApp,-7.450279,106.786582
5784175315683266,"T. Emin Fujiati, S.Pd",perempuan,"Kepulauan Riau, 17-04-1993",30,"Gang Ahmad Yani No. 20
Banjar, Aceh 19444",19444,17,16,Cerai mati,Pegawai Negeri,CV Hutasoit Gunarto,-7480,Akhir pekan,"pagi, sore, malam",80690427.26,S-3,771,Diragukan,Berhasil,Tepat waktu,13,16,Telepon,-8.276337,111.551154
5327291719922509,Agus Dabukke,laki-laki,"Lampung, 06-10-1975",48,"Gang Indragiri No. 9
Singkawang, Papua 48505",48505,3,8,Cerai hidup,Profesional,PT Winarno,+62 (0958) 071-4266,Hari kerja,"pagi, malam",91304943.84276496,SD,542,Kurang Lancar,Gagal,Terlambat,7,25,Telepon,-7.116298,106.559904
3748502777123161,Cakrabirawa Safitri,laki-laki,"Sulawesi Selatan, 17-02-1971",52,"Gg. Lembong No. 057
Pontianak, Jawa Tengah 28522",28522,2,1,Cerai mati,Pegawai Swasta,Perum Tampubolon Novitasari,+62 (0219) 311-1851,Hari kerja,"pagi, malam",31040258.49749039,SMP,805,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,3,WhatsApp,-6.430883,108.46026
1908488890256474,Hj. Clara Mulyani,perempuan,"Jawa Timur, 08-08-1988",35,"Jl. Soekarno Hatta No. 8
Medan, DI Yogyakarta 32237",32237,20,11,Belum menikah,Buruh,UD Santoso Rahmawati Tbk,+62 (82) 888-9468,Hari libur nasional/cuti bersama,"pagi, malam",120675031.7200304,SMP,479,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,27,WhatsApp,-6.83614,112.923932
9213056773773937,"Bagya Latupono, S.I.Kom",laki-laki,"Jawa Barat, 02-08-1986",37,"Jl. Raya Ujungberung No. 2
Tarakan, MU 86472",86472,15,4,Cerai hidup,Pengusaha,CV Utami Tbk,-5668,Akhir pekan,"pagi, sore, malam",94450363.36653276,D-4,570,Dalam Perhatian Khusus,Berhasil,Terlambat,0,22,Telepon,-7.158218,108.050287
7744501289380447,Drs. Sakura Melani,perempuan,"Kalimantan Barat, 03-08-1976",47,"Jalan Rawamangun No. 7
Kota Administrasi Jakarta Utara, SG 43557",43557,6,14,Belum menikah,Pegawai Swasta,PT Waluyo Damanik (Persero) Tbk,+62 (510) 046-7570,Hari kerja,"pagi, malam",107853585.7435298,SMP,581,Diragukan,Berhasil,Terlambat,10,27,Telepon,-7.619352,109.52013
4580186825825609,Silvia Padmasari,laki-laki,"Banten, 15-09-1963",60,"Gang Ronggowarsito No. 292
Kediri, Bengkulu 86829",86829,20,2,Cerai hidup,Profesional,Perum Waskita Prakasa,+62 (738) 507 1169,Akhir pekan,"pagi, sore, malam",106311838.36945806,S-2,625,Diragukan,Gagal,Terlambat,0,26,Telepon,-7.731292,112.471844
4108856472217686,Kamila Prasetyo,laki-laki,"Gorontalo, 27-12-1994",29,"Jl. Surapati No. 5
Banjar, KT 02045",2045,4,11,Cerai mati,Pegawai Negeri,PD Situmorang (Persero) Tbk,+62 (0796) 916 4346,Hari kerja,malam,70257153.73526731,S-3,778,Diragukan,Gagal,Terlambat,4,19,Telepon,-6.142502,112.022392
2497194019814164,R. Dadap Megantara,perempuan,"Bali, 07-09-1964",59,"Gg. M.H Thamrin No. 3
Binjai, Nusa Tenggara Timur 39880",39880,20,16,Cerai hidup,Pengusaha,Perum Novitasari Tbk,+62 (0812) 788-3269,Akhir pekan,"pagi, sore, malam",51137253.10385564,SMA,624,Diragukan,Berhasil,Tepat waktu,17,12,Field,-6.19913,110.8231
5722677066633317,Jayadi Hardiansyah,laki-laki,"Sumatera Barat, 22-05-1974",49,"Gang Astana Anyar No. 6
Bontang, AC 76899",76899,12,10,Cerai hidup,Profesional,Perum Padmasari,+62 (049) 764-3379,Hari libur nasional/cuti bersama,"pagi, sore, malam",47410419.093601845,SMA,565,Diragukan,Gagal,Terlambat,14,12,Field,-8.209805,109.027117
9179786422112111,Garang Wacana,laki-laki,"Bali, 15-02-1982",41,"Jl. M.H Thamrin No. 73
Cirebon, Sulawesi Barat 49354",49354,1,17,Cerai mati,Buruh,UD Prabowo (Persero) Tbk,+62 (0322) 151-0575,Akhir pekan,"pagi, malam",160948976.93096694,D-3,500,Lancar,Berhasil,Tepat waktu,0,37,WhatsApp,-6.958353,109.387986
4344497359587427,Darmaji Habibi,perempuan,"Banten, 12-01-1989",34,"Gang M.H Thamrin No. 0
Lubuklinggau, Jawa Tengah 60321",60321,9,2,Cerai hidup,Pegawai Negeri,Perum Uwais Tbk,+62 (0751) 339-8823,Hari kerja,malam,62109122.90880279,S-2,318,Macet,Berhasil,Terlambat,13,17,Telepon,-6.525138,112.117258
8172482996971666,Imam Megantara,laki-laki,"Banten, 03-02-1990",33,"Gg. Astana Anyar No. 26
Bima, Jawa Timur 18624",18624,12,20,Cerai mati,Pegawai Swasta,Perum Uyainah,+62 (07) 761-8694,Hari kerja,"pagi, malam",66546559.69033996,S-3,682,Dalam Perhatian Khusus,Gagal,Terlambat,4,20,Telepon,-6.909357,106.30623
7011088488053141,Kurnia Marpaung,laki-laki,"Sumatera Selatan, 14-09-2000",23,"Gg. Wonoayu No. 0
Denpasar, Aceh 13561",13561,6,12,Menikah,Pengusaha,UD Saefullah Tbk,+62 (91) 422-4843,Hari kerja,"pagi, malam",57553691.80887352,SMA,566,Lancar,Berhasil,Tepat waktu,0,20,WhatsApp,-7.133477,111.721066
9738181744819327,Makuta Irawan,laki-laki,"Jambi, 11-10-1997",26,"Gg. Stasiun Wonokromo No. 086
Surabaya, JB 11761",11761,17,17,Cerai hidup,Pengusaha,PD Santoso Saefullah (Persero) Tbk,-4344,Hari kerja,"pagi, malam",118068565.81562474,D-4,432,Diragukan,Gagal,Terlambat,0,32,Telepon,-6.438799,112.579429
7723005253128620,Malika Purwanti,laki-laki,"Lampung, 09-10-1978",45,"Jalan S. Parman No. 495
Sawahlunto, Papua Barat 76719",76719,14,14,Belum menikah,Profesional,UD Maheswara,+62 (41) 012 1723,Akhir pekan,"pagi, sore, malam",43321628.68575737,S-1,574,Dalam Perhatian Khusus,Berhasil,Terlambat,0,12,Telepon,-6.123553,108.260389
8689885191553392,Yahya Sihombing,perempuan,"Maluku Utara, 01-11-1971",52,"Gang Siliwangi No. 977
Singkawang, Jawa Tengah 68579",68579,10,10,Cerai hidup,Pegawai Swasta,Perum Rajasa,+62 (0768) 207 8536,Hari kerja,"pagi, malam",24671755.01734495,S-3,720,Lancar,Gagal,Terlambat,0,3,Telepon,-8.112806,107.687714
5479538019727066,Lalita Rahimah,laki-laki,"Jawa Timur, 17-01-1977",46,"Jl. Ahmad Yani No. 4
Tarakan, KI 54034",54034,2,9,Cerai mati,Pegawai Negeri,UD Kuswoyo,+62 (078) 763-0888,Akhir pekan,"pagi, sore, malam",65061250.91963506,SMA,498,Lancar,Berhasil,Tepat waktu,0,22,WhatsApp,-6.324545,112.798144
7072723495638896,Winda Mansur,laki-laki,"Papua Barat, 30-09-1999",24,"Jalan M.H Thamrin No. 9
Padangpanjang, Nusa Tenggara Timur 70838",70838,14,9,Menikah,Pegawai Swasta,UD Manullang,+62 (48) 586-4914,Hari kerja,"pagi, malam",126844693.08807205,S-3,690,Lancar,Berhasil,Terlambat,0,33,Telepon,-6.502926,110.68255
6694281604356905,Cawisadi Iswahyudi,perempuan,"Papua, 21-01-1962",61,"Jalan Stasiun Wonokromo No. 4
Probolinggo, JI 79690",79690,9,9,Cerai mati,Buruh,UD Marbun Wibowo,+62 (076) 074 5236,Hari kerja,malam,69454968.96226464,S-2,587,Kurang Lancar,Berhasil,Terlambat,9,16,Telepon,-6.70615,106.16996
1452076519609720,"Farah Wahyudin, S.E.I",laki-laki,"Kepulauan Bangka Belitung, 31-03-1966",57,"Jl. Cihampelas No. 183
Bitung, Sulawesi Tenggara 47800",47800,4,7,Cerai hidup,Pegawai Negeri,Perum Handayani (Persero) Tbk,+62 (0044) 801-3144,Hari kerja,malam,51844914.62917445,S-2,576,Lancar,Berhasil,Terlambat,0,8,Telepon,-6.588207,111.937679
6782037495727669,Karsana Wasita,laki-laki,"Jambi, 29-10-1990",33,"Gang R.E Martadinata No. 089
Mataram, BT 00117",117,9,2,Cerai mati,Pegawai Negeri,PT Simanjuntak Saefullah,-8809,Akhir pekan,"pagi, sore, malam",107356776.78580517,S-3,577,Kurang Lancar,Gagal,Terlambat,6,20,Telepon,-6.12319,108.735895
1813188159841057,Bancar Setiawan,perempuan,"Jawa Barat, 10-02-1964",59,"Gg. Jend. A. Yani No. 681
Pangkalpinang, Aceh 06908",6908,13,17,Belum menikah,Pengusaha,Perum Thamrin (Persero) Tbk,+62 (998) 976-4232,Hari kerja,"pagi, malam",72955755.43551607,SMP,549,Diragukan,Berhasil,Tepat waktu,7,12,WhatsApp,-6.148079,108.116142
3994316038511440,Alambana Riyanti,laki-laki,"Kalimantan Barat, 13-03-1969",54,"Gang Siliwangi No. 220
Bekasi, BB 71393",71393,9,2,Menikah,Pegawai Negeri,CV Palastri,-3057,Hari kerja,malam,89027955.41773807,SD,430,Macet,Berhasil,Tepat waktu,8,17,Telepon,-6.623656,109.783978
8851151728841159,"H. Aris Sihotang, S.Gz",perempuan,"Sumatera Utara, 23-11-1986",37,"Gg. BKR No. 87
Surabaya, BA 78137",78137,17,1,Cerai mati,Pengusaha,PD Budiyanto (Persero) Tbk,-3482,Hari kerja,"pagi, malam",82455273.73,S-3,660,Diragukan,Gagal,Terlambat,6,15,Telepon,-7.498987,108.550904
2742091164251376,Luthfi Mandala,perempuan,"Sulawesi Selatan, 11-06-1971",52,"Gg. Monginsidi No. 4
Denpasar, JT 83374",83374,10,3,Cerai hidup,Pegawai Negeri,UD Situmorang Pertiwi,+62 (738) 870-0603,Hari kerja,malam,29382659.82490909,S-3,575,Macet,Berhasil,Terlambat,5,3,Telepon,-6.829341,111.812276
3858804108043870,Okto Irawan,laki-laki,"Sulawesi Selatan, 16-08-1990",33,"Jalan Rajiman No. 0
Jambi, Jawa Barat 53826",53826,15,2,Cerai mati,Pegawai Swasta,Perum Prasasta,+62 (963) 643-2135,Hari kerja,"pagi, malam",89392784.73789778,S-2,644,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,26,WhatsApp,-6.822898,113.07626
2039266696494218,Azalea Pranowo,laki-laki,"Sulawesi Tengah, 16-10-1990",33,"Gang Rajawali Timur No. 6
Padang, KS 80904",80904,2,18,Menikah,Buruh,Perum Puspasari,-8163,Akhir pekan,"pagi, malam",49784311.579052605,S-3,743,Lancar,Berhasil,Tepat waktu,0,18,WhatsApp,-7.978988,112.843053
7902905301751460,Darimin Prayoga,laki-laki,"Maluku, 09-05-1990",33,"Jl. Rumah Sakit No. 1
Pekalongan, Maluku 74494",74494,18,20,Cerai mati,Pegawai Swasta,UD Hutapea,-8518,Hari kerja,"pagi, malam",69769791.73133686,S-3,583,Macet,Berhasil,Terlambat,16,23,Field,-6.407491,107.250088
7321158910117761,"Wirda Wacana, M.Pd",perempuan,"Maluku Utara, 23-11-1965",58,"Jl. Abdul Muis No. 8
Lubuklinggau, JK 56084",56084,17,4,Menikah,Pegawai Swasta,PD Najmudin Rahimah Tbk,+62 (011) 534 0125,Akhir pekan,"pagi, sore, malam",101273140.75100613,D-4,648,Lancar,Berhasil,Terlambat,0,27,Telepon,-7.203852,110.142264
6087822135112259,Galih Saputra,perempuan,"Sumatera Barat, 17-04-1976",47,"Jalan Stasiun Wonokromo No. 607
Kota Administrasi Jakarta Timur, Sulawesi Tengah 56493",56493,17,6,Belum menikah,Profesional,Perum Saputra Saragih Tbk,+62 (278) 420-9476,Hari libur nasional/cuti bersama,"pagi, sore, malam",21842602.453802302,SMP,426,Dalam Perhatian Khusus,Berhasil,Tepat waktu,4,4,WhatsApp,-6.168898,106.093449
2304039940808183,Drs. Cici Tamba,laki-laki,"Kalimantan Tengah, 12-03-1961",62,"Jl. Setiabudhi No. 988
Blitar, MU 01501",1501,15,9,Belum menikah,Buruh,CV Namaga,+62 (60) 986-0571,Hari libur nasional/cuti bersama,"pagi, malam",97714139.10361733,SMP,480,Macet,Berhasil,Tepat waktu,11,18,Telepon,-7.087864,108.907754
5968656620070109,Zahra Saptono,laki-laki,"Bengkulu, 01-03-1971",52,"Jl. Dr. Djunjunan No. 55
Tanjungbalai, JT 80811",80811,3,3,Belum menikah,Profesional,Perum Mardhiyah Simbolon,+62 (0336) 773-2519,Akhir pekan,"pagi, sore, malam",61443922.933056325,S-1,522,Diragukan,Gagal,Terlambat,19,11,Field,-8.158141,113.723923
4935680548534908,Rahayu Kusumo,laki-laki,"Sumatera Selatan, 16-01-1986",37,"Jalan Raya Ujungberung No. 28
Tarakan, Sumatera Barat 19162",19162,10,15,Menikah,Pegawai Negeri,Perum Gunawan Safitri,+62 (04) 388 2993,Hari libur nasional/cuti bersama,"pagi, sore, malam",74273005.72,SD,537,Lancar,Berhasil,Tepat waktu,0,17,WhatsApp,-6.914334,105.99368
3348408535664846,Dewi Sudiati,laki-laki,"Bengkulu, 25-03-1972",51,"Gang Kendalsari No. 64
Tarakan, Sumatera Utara 19255",19255,16,9,Belum menikah,Pegawai Negeri,UD Mansur (Persero) Tbk,+62 (934) 499-0720,Akhir pekan,"pagi, sore, malam",68459891.70644613,S-1,723,Lancar,Berhasil,Tepat waktu,0,22,WhatsApp,-7.32873,109.392889
5875151023314935,"R. Emas Mangunsong, M.Pd",laki-laki,"Sulawesi Tenggara, 03-03-1964",59,"Jl. Setiabudhi No. 81
Surabaya, PA 77392",77392,9,17,Belum menikah,Profesional,CV Novitasari Wibowo,+62 (489) 418 0655,Hari kerja,"pagi, malam",52902264.99076739,D-4,504,Kurang Lancar,Berhasil,Terlambat,15,15,Field,-7.032937,106.717067
1556045864408079,"Safina Utami, M.Ak",laki-laki,"Aceh, 14-10-1978",45,"Jl. Ahmad Yani No. 1
Tebingtinggi, DI Yogyakarta 28929",28929,14,4,Cerai hidup,Buruh,UD Kusmawati (Persero) Tbk,-2011,Akhir pekan,"pagi, malam",119621630.29035832,SMP,478,Kurang Lancar,Gagal,Terlambat,19,29,Field,-6.09919,107.518165
6020976378405285,"R.M. Danu Nasyiah, S.T.",perempuan,"Sulawesi Tenggara, 07-08-1990",33,"Jl. Wonoayu No. 76
Kota Administrasi Jakarta Utara, Sumatera Selatan 88768",88768,7,5,Cerai hidup,Pegawai Negeri,Perum Simbolon Permadi Tbk,-8989,Hari kerja,malam,26045639.27006084,SMA,622,Macet,Gagal,Terlambat,2,5,Telepon,-6.024383,106.48596
