debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
"Bahuwarna Wastuti, S.E.",laki-laki,40,Sudah menikah,2,S1,3,15500000,8100000,570000000.0,0.2,600000,2400000,10,72,44462,0.6,334800000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 44462 dan bunga pertahun sebesar 10%."
Drs. Umaya Wasita,perempuan,40,Belum menikah,0,S3,7,30000000,6700000,910000000.0,0.15,450000,2550000,7,72,43475,0.19,737600000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 43475 dan bunga pertahun sebesar 7%."
"Puti Sakura Saefullah, M.Farm",laki-laki,37,Belum menikah,0,S1,5,19500000,4800000,200000000.0,0.2,600000,2400000,5,72,38652,0.26,435400000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 38652 dan bunga pertahun sebesar 5%."
Natalia Waluyo,laki-laki,33,Belum menikah,0,S2,5,28500000,14500000,700000000.0,0.2,100000000,400000000,10,72,7410335,52.93,585000000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7410335 dan bunga pertahun sebesar 10%."
Jamalia Tarihoran,perempuan,25,Cerai Hidup,1,S1,1,12500000,2800000,120000000.0,0.15,450000,2550000,5,72,41068,0.42,279400000.0,Kuat,Menengah,Sangat Baik,kredit usaha,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 41068 dan bunga pertahun sebesar 5%."
Dariati Nuraini,laki-laki,33,Sudah menikah,1,SMA,4,9000000,4200000,180000000.0,0.2,16000000,64000000,7,48,1532560,31.93,187600000.0,Cukup,Menengah,Baik,kredit kendaraan bermotor,600,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
drg. Praba Saragih,laki-laki,40,Belum menikah,0,SMA,2,3500000,2100000,150000000.0,0.25,125000000,375000000,8,120,4549785,324.98,75800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4549785 dan bunga pertahun sebesar 8%."
Dina Handayani,laki-laki,36,Belum menikah,0,S3,4,20500000,8300000,510000000.0,0.2,100000000,400000000,6,72,6629155,54.34,447400000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 6629155 dan bunga pertahun sebesar 6%."
"Ana Ramadan, S.Kom",laki-laki,37,Sudah menikah,2,S2,1,17500000,5700000,940000000.0,0.15,450000,2550000,9,72,45965,0.39,446600000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 45965 dan bunga pertahun sebesar 9%."
drg. Soleh Astuti,laki-laki,52,Sudah menikah,4,D4,7,38500000,17500000,220000000.0,0.25,125000000,375000000,5,72,6039350,28.76,743000000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 6039350 dan bunga pertahun sebesar 5%."
"Ir. Yusuf Namaga, M.M.",perempuan,46,Sudah menikah,5,S2,7,55000000,29000000,870000000.0,0.2,100000000,400000000,10,72,7410335,28.5,1066000000.0,Sangat Kuat,Sangat Tinggi,Baik,kredit kendaraan bermotor,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7410335 dan bunga pertahun sebesar 10%."
Hana Kurniawan,perempuan,35,Sudah menikah,2,D4,8,18500000,5000000,600000000.0,0.3,150000000,350000000,9,120,4433652,32.84,452000000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4433652 dan bunga pertahun sebesar 9%."
dr. Laila Simanjuntak,laki-laki,44,Cerai Mati,3,SMA,11,12500000,4400000,130000000.0,0.25,75000000,225000000,4,48,5080287,62.72,271200000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 225000000 dengan cicilan per bulan sebesar 5080287 dan bunga pertahun sebesar 4%."
Kamaria Mustofa,laki-laki,37,Sudah menikah,5,S1,3,19000000,6400000,160000000.0,0.2,60000000,240000000,9,48,5972410,47.4,398200000.0,Sangat Kuat,Menengah,Beresiko,kredit kendaraan bermotor,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5972410 dan bunga pertahun sebesar 9%."
"Dinda Suartini, S.Pd",laki-laki,50,Belum menikah,0,SMA,7,12500000,6400000,130000000.0,0.2,600000,2400000,3,72,36465,0.6,243200000.0,Cukup,Sangat Rendah,Sangat Baik,kredit usaha,750,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 36465 dan bunga pertahun sebesar 3%."
Ani Suwarno,laki-laki,38,Sudah menikah,1,SMA,7,8000000,2400000,190000000.0,0.2,70000000,280000000,4,72,4380651,78.23,189200000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4380651 dan bunga pertahun sebesar 4%."
"T. Prayitna Nasyidah, S.Kom",perempuan,49,Belum menikah,0,SMA,5,5000000,1100000,290000000.0,0.3,150000000,350000000,10,120,4625276,118.6,140800000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
Heru Handayani,laki-laki,23,Sudah menikah,3,S1,0,9500000,5000000,470000000.0,0.2,16000000,64000000,6,48,1503042,33.4,215000000.0,Cukup,Tinggi,Sangat Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1503042 dan bunga pertahun sebesar 6%."
Martana Hutagalung,laki-laki,36,Belum menikah,0,D4,2,12500000,6400000,110000000.0,0.3,150000000,350000000,11,120,4821250,79.04,236200000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4821250 dan bunga pertahun sebesar 11%."
Ulya Januar,perempuan,39,Belum menikah,0,S1,2,14000000,7200000,180000000.0,0.15,450000,2550000,7,72,43475,0.64,269600000.0,Kuat,Menengah,Sangat Baik,kredit usaha,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 43475 dan bunga pertahun sebesar 7%."
Atmaja Situmorang,laki-laki,47,Belum menikah,0,S1,4,19000000,11400000,190000000.0,0.25,125000000,375000000,6,120,4163269,54.78,342200000.0,Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4163269 dan bunga pertahun sebesar 6%."
"Drs. Chandra Nashiruddin, S.T.",laki-laki,34,Sudah menikah,1,SMA,2,5500000,2500000,260000000.0,0.15,52500000,297500000,5,72,4791217,159.71,130000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4791217 dan bunga pertahun sebesar 5%."
Safina Pudjiastuti,laki-laki,42,Cerai Mati,2,S1,6,24000000,11300000,430000000.0,0.2,600000,2400000,5,72,38652,0.3,489400000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 38652 dan bunga pertahun sebesar 5%."
Hani Mardhiyah,perempuan,22,Belum menikah,0,D3,0,19000000,9300000,320000000.0,0.2,600000,2400000,8,72,42080,0.43,376400000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 42080 dan bunga pertahun sebesar 8%."
"Gambira Nugroho, M.Farm",perempuan,45,Belum menikah,0,D4,6,23500000,9500000,430000000.0,0.15,450000,2550000,8,72,44710,0.32,499000000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 44710 dan bunga pertahun sebesar 8%."
R.M. Luluh Sitompul,perempuan,33,Belum menikah,0,S3,3,19500000,4100000,640000000.0,0.2,60000000,240000000,9,48,5972410,38.78,485800000.0,Sangat Kuat,Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5972410 dan bunga pertahun sebesar 9%."
"Aditya Marbun, S.Pd",perempuan,44,Sudah menikah,5,S1,4,20500000,8100000,520000000.0,0.3,240000000,560000000,8,120,6794345,54.79,450800000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6794345 dan bunga pertahun sebesar 8%."
Sidiq Natsir,laki-laki,39,Sudah menikah,5,SMA,4,10000000,4900000,170000000.0,0.25,125000000,375000000,7,120,4354068,85.37,202200000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4354068 dan bunga pertahun sebesar 7%."
Dalima Sitorus,laki-laki,43,Sudah menikah,4,SMP,7,14500000,7300000,120000000.0,0.25,125000000,375000000,8,120,4549785,63.19,279400000.0,Kuat,Sangat Rendah,Sangat Beresiko,kredit properti,2250,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4549785 dan bunga pertahun sebesar 8%."
Kusuma Palastri,laki-laki,38,Belum menikah,0,D4,3,18000000,6300000,460000000.0,0.15,450000,2550000,7,72,43475,0.37,405400000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 43475 dan bunga pertahun sebesar 7%."
Lasmono Marbun,perempuan,48,Sudah menikah,2,S1,3,10000000,4400000,110000000.0,0.2,600000,2400000,8,72,42080,0.75,201200000.0,Cukup,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 42080 dan bunga pertahun sebesar 8%."
Padma Wacana,laki-laki,29,Sudah menikah,4,D4,3,16000000,5100000,380000000.0,0.25,125000000,375000000,12,120,5380161,49.36,363800000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 5380161 dan bunga pertahun sebesar 12%."
Dr. Padmi Wibowo,laki-laki,36,Belum menikah,0,D4,4,13500000,4900000,330000000.0,0.2,60000000,240000000,4,48,5418973,63.01,302200000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5418973 dan bunga pertahun sebesar 4%."
"Cecep Rahimah, M.Ak",perempuan,17,Sudah menikah,1,SMA,0,6000000,3100000,230000000.0,0.3,150000000,350000000,12,120,5021483,173.15,129800000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 5021483 dan bunga pertahun sebesar 12%."
Ida Mansur,perempuan,51,Sudah menikah,3,S2,4,21000000,12400000,590000000.0,0.2,600000,2400000,3,72,36465,0.42,418200000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 36465 dan bunga pertahun sebesar 3%."
Diana Manullang,laki-laki,42,Sudah menikah,4,S1,6,20500000,7200000,240000000.0,0.15,450000,2550000,10,72,47241,0.36,435600000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 47241 dan bunga pertahun sebesar 10%."
"Tgk. Nyana Hakim, M.Ak",laki-laki,31,Sudah menikah,1,SMA,7,11000000,4200000,270000000.0,0.2,600000,2400000,7,72,40918,0.6,247600000.0,Cukup,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 40918 dan bunga pertahun sebesar 7%."
Banawa Winarno,laki-laki,38,Belum menikah,0,S1,2,13000000,6300000,690000000.0,0.2,60000000,240000000,10,48,6087020,90.85,307400000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1600,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 6087020 dan bunga pertahun sebesar 10%."
"R.A. Ami Dongoran, M.TI.",laki-laki,39,Belum menikah,0,S1,5,19000000,7400000,180000000.0,0.15,450000,2550000,9,72,45965,0.4,390200000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 45965 dan bunga pertahun sebesar 9%."
Salwa Susanti,laki-laki,42,Belum menikah,0,SMA,5,5000000,1600000,270000000.0,0.2,16000000,64000000,11,48,1654113,48.65,132800000.0,Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1654113 dan bunga pertahun sebesar 11%."
Dasa Saefullah,perempuan,38,Belum menikah,0,SD,7,11500000,6700000,80000000.0,0.2,60000000,240000000,7,48,5747099,119.73,210600000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5747099 dan bunga pertahun sebesar 7%."
Satya Usamah,laki-laki,46,Belum menikah,0,S1,10,35500000,16900000,260000000.0,0.15,450000,2550000,4,72,39895,0.21,685200000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 39895 dan bunga pertahun sebesar 4%."
Nabila Zulkarnain,perempuan,22,Belum menikah,0,SMA,2,5000000,2800000,100000000.0,0.25,125000000,375000000,10,120,4955653,225.26,98400000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
"Dt. Mahdi Mayasari, M.Ak",perempuan,42,Sudah menikah,5,S3,5,22000000,5300000,540000000.0,0.3,240000000,560000000,7,120,6502075,38.93,523400000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6502075 dan bunga pertahun sebesar 7%."
"Novi Utama, M.Kom.",perempuan,36,Cerai Hidup,0,SMA,6,6500000,3900000,220000000.0,0.2,16000000,64000000,7,48,1532560,58.94,137200000.0,Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1700,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
Dono Mangunsong,laki-laki,30,Belum menikah,0,D4,3,16500000,8700000,310000000.0,0.25,75000000,225000000,6,48,5284132,67.75,325600000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 225000000 dengan cicilan per bulan sebesar 5284132 dan bunga pertahun sebesar 6%."
Ozy Suwarno,laki-laki,7,Cerai Mati,1,SMA,0,5500000,3100000,260000000.0,0.25,125000000,375000000,6,120,4163269,173.47,120800000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4163269 dan bunga pertahun sebesar 6%."
Uchita Haryanti,laki-laki,22,Belum menikah,0,SMA,2,3000000,1100000,270000000.0,0.2,16000000,64000000,9,48,1592643,83.82,87800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2350,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1592643 dan bunga pertahun sebesar 9%."
"Drs. Laila Prabowo, S.Kom",laki-laki,34,Cerai Hidup,1,D4,4,14000000,6500000,500000000.0,0.3,150000000,350000000,11,120,4821250,64.28,312000000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4821250 dan bunga pertahun sebesar 11%."
"Puti Rahayu Anggriawan, S.E.I",perempuan,32,Sudah menikah,2,D4,3,7500000,2900000,380000000.0,0.15,52500000,297500000,3,72,4520119,98.26,186200000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4520119 dan bunga pertahun sebesar 3%."
