debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
Usyi Agustina,perempuan,42,Belum menikah,0,SMP,5,7000000,2300000,140000000.0,0.2,16000000,64000000,9,48,1592642.71,33.89,159400000.0,Cukup,Menengah,Baik,kredit kendaraan bermotor,600,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 9% dengan cicilan selama 48 bulan"
Olga Rahimah,laki-laki,23,Sudah menikah,1,D4,0,13000000,7200000,340000000.0,0.25,125000000,375000000,8,120,4549784.79,78.44,259600000.0,Kuat,Tinggi,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Wawan Simanjuntak,laki-laki,34,Sudah menikah,4,SMA,3,4500000,2200000,150000000.0,0.2,70000000,280000000,5,72,4509381.15,196.06,99600000.0,Sangat Lemah,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
KH. Rizki Kuswandari,perempuan,46,Cerai Hidup,3,SMA,7,11500000,4500000,300000000.0,0.3,150000000,350000000,11,120,4821250.4,68.88,259000000.0,Kuat,Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Karsana Nuraini,laki-laki,22,Belum menikah,0,D3,0,9500000,5300000,90000000.0,0.15,52500000,297500000,10,72,5511436.74,131.22,173400000.0,Cukup,Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Vanesa Fujiati,perempuan,45,Sudah menikah,5,S2,4,25000000,11900000,450000000.0,0.25,200000000,600000000,12,120,8608256.9,65.71,506200000.0,Sangat Kuat,Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
drg. Kanda Purwanti,perempuan,38,Belum menikah,0,D4,3,7500000,4200000,250000000.0,0.3,150000000,350000000,8,120,4246465.8,128.68,157600000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"R.A. Mutia Sitorus, M.TI.",perempuan,52,Sudah menikah,3,SMA,4,6500000,3900000,120000000.0,0.2,16000000,64000000,5,48,1473874.79,56.69,125200000.0,Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,2000,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
Yessi Handayani,laki-laki,45,Cerai Mati,2,S3,7,50000000,26900000,760000000.0,0.3,600000000,1400000000,6,240,10030034.82,43.42,960200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 2000000000 dengan bunga sebesar 6% dengan cicilan selama 240 bulan"
Lidya Laksita,perempuan,46,Sudah menikah,1,SMA,3,4500000,2500000,300000000.0,0.2,70000000,280000000,9,72,5047150.41,252.36,111000000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Restu Gunarto,laki-laki,15,Sudah menikah,4,SMA,0,3500000,1100000,230000000.0,0.2,16000000,64000000,6,48,1503041.86,62.63,93800000.0,Sangat Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1950,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Asirwanda Saragih,perempuan,61,Sudah menikah,3,S1,5,20500000,10600000,170000000.0,0.15,450000,2550000,3,72,38743.87,0.39,386800000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Aisyah Pertiwi,laki-laki,64,Sudah menikah,5,SMA,5,5000000,1300000,170000000.0,0.15,52500000,297500000,3,72,4520118.56,122.17,126400000.0,Lemah,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Vera Prasetyo,perempuan,16,Sudah menikah,5,SMA,0,3500000,1100000,290000000.0,0.3,150000000,350000000,8,120,4246465.8,176.94,99800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"H. Kemal Mayasari, S.Pt",perempuan,17,Cerai Hidup,1,SMA,0,5000000,2500000,280000000.0,0.15,52500000,297500000,3,72,4520118.56,180.8,118000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Hesti Pratama,perempuan,49,Sudah menikah,4,S2,6,59500000,34400000,560000000.0,0.25,500000000,1500000000,6,240,10746465.88,42.81,1077200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 2000000000 dengan bunga sebesar 6% dengan cicilan selama 240 bulan"
Kayla Aryani,laki-laki,23,Sudah menikah,1,S1,0,11000000,4200000,190000000.0,0.25,125000000,375000000,8,120,4549784.79,66.91,232600000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2000,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Cindy Putra,laki-laki,39,Cerai Hidup,0,S1,0,16000000,3900000,480000000.0,0.2,60000000,240000000,12,48,6320120.5,52.23,385200000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
drg. Malika Siregar,laki-laki,32,Belum menikah,0,S1,6,26000000,13400000,80000000.0,0.3,240000000,560000000,6,120,6217148.11,49.34,477200000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Cut Putri Susanti,laki-laki,41,Belum menikah,0,SMA,3,4000000,1800000,220000000.0,0.2,16000000,64000000,10,48,1623205.34,73.78,99400000.0,Sangat Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Cut Septi Natsir,perempuan,28,Sudah menikah,3,SD,5,9000000,4900000,250000000.0,0.2,16000000,64000000,8,48,1562427.03,38.11,187200000.0,Cukup,Sangat Rendah,Baik,kredit kendaraan bermotor,1100,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 8% dengan cicilan selama 48 bulan"
Zaenab Salahudin,perempuan,45,Sudah menikah,4,SMA,5,9000000,4900000,80000000.0,0.2,16000000,64000000,11,48,1654113.45,40.34,170200000.0,Cukup,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 11% dengan cicilan selama 48 bulan"
Jelita Rahimah,laki-laki,45,Sudah menikah,1,S2,1,18000000,3700000,1000000000.0,0.2,60000000,240000000,9,48,5972410.17,41.77,488600000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 9% dengan cicilan selama 48 bulan"
drg. Widya Rahayu,perempuan,25,Sudah menikah,1,D4,1,12500000,5600000,740000000.0,0.2,600000,2400000,4,72,37548.44,0.54,307800000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Tiara Gunawan,laki-laki,32,Sudah menikah,3,SMA,4,6000000,2500000,200000000.0,0.2,16000000,64000000,6,48,1503041.86,42.94,138000000.0,Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Vanesa Damanik,laki-laki,58,Belum menikah,0,SMA,5,7500000,2900000,80000000.0,0.2,16000000,64000000,10,48,1623205.34,35.29,158200000.0,Cukup,Rendah,Netral,kredit kendaraan bermotor,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
"dr. Fathonah Maryadi, S.Ked",perempuan,37,Sudah menikah,2,SMA,5,9500000,5300000,110000000.0,0.25,125000000,375000000,10,120,4955652.63,117.99,180400000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Dian Winarno,perempuan,38,Sudah menikah,3,S3,7,57000000,25300000,850000000.0,0.2,100000000,400000000,10,72,7410335.11,23.38,1156400000.0,Sangat Kuat,Sangat Tinggi,Baik,kredit kendaraan bermotor,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Karja Susanti,laki-laki,35,Sudah menikah,4,SMA,7,13500000,3700000,80000000.0,0.2,600000,2400000,8,72,42079.78,0.43,294600000.0,Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
R. Jindra Wijayanti,perempuan,27,Sudah menikah,1,S1,1,17000000,4700000,180000000.0,0.25,75000000,225000000,12,48,5925112.97,48.17,370600000.0,Sangat Kuat,Menengah,Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
Leo Manullang,perempuan,30,Belum menikah,0,D4,5,12500000,4300000,660000000.0,0.15,450000,2550000,9,72,45965.12,0.56,319400000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Clara Maryati,perempuan,33,Belum menikah,0,S3,3,19000000,9900000,240000000.0,0.2,60000000,240000000,5,48,5527030.46,60.74,364200000.0,Sangat Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
"Ir. Diah Firgantoro, M.Ak",laki-laki,36,Sudah menikah,4,S1,5,13500000,4900000,150000000.0,0.3,150000000,350000000,12,120,5021483.19,58.39,285200000.0,Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
"Salwa Yuliarti, S.Gz",perempuan,39,Belum menikah,0,D4,2,15000000,7400000,440000000.0,0.2,60000000,240000000,5,48,5527030.46,72.72,317200000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
"Koko Maryadi, S.Farm",perempuan,35,Sudah menikah,1,SMA,5,8500000,2200000,80000000.0,0.2,70000000,280000000,4,72,4380651.26,69.53,190600000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
dr. Yani Lailasari,perempuan,38,Sudah menikah,5,SMA,6,13500000,3300000,130000000.0,0.15,450000,2550000,9,72,45965.12,0.45,303400000.0,Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Puspa Wahyudin,perempuan,39,Sudah menikah,4,S1,0,16000000,8200000,350000000.0,0.15,450000,2550000,7,72,43474.97,0.56,320600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
"Drs. Galiono Sitompul, S.I.Kom",laki-laki,34,Sudah menikah,5,SD,6,10000000,3400000,140000000.0,0.3,150000000,350000000,12,120,5021483.19,76.08,219200000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Ilsa Yuliarti,perempuan,44,Belum menikah,0,S3,7,54500000,13000000,230000000.0,0.25,500000000,1500000000,10,240,14475324.68,34.88,1182000000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 2000000000 dengan bunga sebesar 10% dengan cicilan selama 240 bulan"
Vino Novitasari,laki-laki,28,Sudah menikah,5,D4,3,19500000,5500000,590000000.0,0.2,60000000,240000000,5,48,5527030.46,39.48,464000000.0,Sangat Kuat,Sangat Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
Sutan Vega Haryanto,perempuan,18,Sudah menikah,3,SMP,0,4500000,1500000,220000000.0,0.2,16000000,64000000,6,48,1503041.86,50.1,112000000.0,Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Martana Rajasa,laki-laki,49,Cerai Mati,2,SMA,4,4000000,2400000,80000000.0,0.2,16000000,64000000,12,48,1685365.47,105.34,79200000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
Bahuwarna Pratama,laki-laki,35,Belum menikah,0,S1,3,11500000,4100000,620000000.0,0.3,150000000,350000000,7,120,4063796.77,54.92,291800000.0,Kuat,Sangat Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Indah Pranowo,perempuan,48,Sudah menikah,2,SMA,5,9500000,5500000,90000000.0,0.2,70000000,280000000,3,72,4254229.23,106.36,176000000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Rusman Samosir,laki-laki,48,Belum menikah,0,S3,9,56000000,29400000,610000000.0,0.2,100000000,400000000,8,72,7013296.24,26.37,1061200000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
"Cut Puspa Nugroho, S.Gz",perempuan,39,Belum menikah,0,S2,5,28500000,5800000,280000000.0,0.2,100000000,400000000,11,72,7613631.6,33.54,647400000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 72 bulan"
"dr. Ega Budiman, S.Sos",perempuan,58,Belum menikah,0,S1,7,25500000,15300000,240000000.0,0.15,450000,2550000,4,72,39895.22,0.39,459400000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Ellis Thamrin,laki-laki,31,Belum menikah,0,SMA,6,9000000,4700000,160000000.0,0.3,150000000,350000000,10,120,4625275.79,107.56,181600000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Jarwi Putra,perempuan,24,Belum menikah,0,D4,0,15000000,8700000,140000000.0,0.3,150000000,350000000,9,120,4433652.08,70.38,269600000.0,Kuat,Menengah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Olivia Habibi, S.IP",laki-laki,29,Belum menikah,0,D4,3,18500000,4300000,650000000.0,0.25,125000000,375000000,9,120,4750341.52,33.45,460400000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Galih Wahyudin,laki-laki,19,Sudah menikah,1,SMA,0,3000000,1300000,100000000.0,0.3,150000000,350000000,6,120,3885717.57,228.57,66400000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
"Dartono Mangunsong, S.T.",perempuan,48,Sudah menikah,5,S1,7,23000000,7300000,400000000.0,0.3,240000000,560000000,8,120,6794345.28,43.28,511400000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
