collector_name,collector_address,collector_number,collector_nik,collector_zip,collector_rt,collector_rw,collector_birth_place,collector_age,collector_marital_status,collector_gender,collector_location,collector_vehicle,collector_id,collector_location_coord,workload_score
Brandon Smith,"Gang M.T Haryono No. 14
Tarakan, Papua 97806",+62-0253-724-9504,1689934379883631,97806,3,16,"Kepulauan Bangka Belitung, 19-04-1982",41,Belum menikah,laki-laki,Batam,Punya,C0574,1.1030815:104.0383696,476.9956060270488
Madison Pruitt,"Gang Sukajadi No. 7
Tegal, Maluku Utara 59488",+62 (0537) 485-4052,9886508349801320,59488,10,7,"DKI Jakarta, 28-10-1998",25,Cerai mati,laki-laki,Malang,Punya,C0575,-7.9771206:112.6340291,617.7179542172235
Timothy White,"Jl. Sadang Serang No. 81
Singkawang, Papua Barat 59009",+62 (50) 304-0131,7441235318693959,59009,15,4,"Kepulauan Riau, 27-09-1997",26,Cerai mati,laki-laki,Palembang,Punya,C0576,-2.9888243:104.7568507,357.66751615985413
Julie Crawford,"Jalan Cikutra Timur No. 975
Serang, Sulawesi Utara 11721",+62 (00) 245-5572,6430274468092554,11721,18,5,"Kalimantan Tengah, 27-11-1963",60,Belum menikah,perempuan,Samarinda,Punya,C0577,-0.5017804:117.1393089,420.3022199026309
Patricia Sims,"Gang Raya Setiabudhi No. 88
Sawahlunto, SG 98807",+62-001-466-8576,4201796116434970,98807,20,4,"Kepulauan Riau, 28-02-1980",43,Cerai mati,perempuan,Makassar,Punya,C0578,-5.1342962:119.4124282,379.4197404841834
Barbara Fisher,"Gg. Pasteur No. 0
Pontianak, Papua 94205",+62 (677) 199 0304,1150974828593912,94205,1,11,"Sulawesi Barat, 30-01-1962",61,Belum menikah,perempuan,Bandung,Punya,C0579,-6.9215529:107.6110212,702.9002422083868
Robin Mccullough,"Jl. Dipenogoro No. 5
Batu, LA 24721",+62-677-597-4370,4725547353310800,24721,16,2,"Bali, 02-10-1978",45,Belum menikah,laki-laki,Jakarta,Punya,C0580,-6.175247:106.8270488,264.4039429811819
Tammy Cross,"Jl. Sukajadi No. 789
Tangerang, Kepulauan Riau 47061",+62-702-692-7727,8081008374136389,47061,13,6,"Sumatera Utara, 03-07-1983",40,Cerai hidup,laki-laki,Semarang,Punya,C0581,-6.9903988:110.4229104,632.6399724271032
Angela White PhD,"Gg. Antapani Lama No. 277
Sukabumi, PB 94158",+62 (096) 796-0832,2003139873430724,94158,1,2,"Kalimantan Barat, 08-09-1968",55,Menikah,perempuan,Surabaya,Punya,C0582,-7.2459717:112.7378266,420.9110024822003
Elizabeth Rodriguez,"Jalan Ronggowarsito No. 54
Kotamobagu, Nusa Tenggara Barat 99727",+62-027-008-7717,1968855846686247,99727,9,11,"Maluku, 28-08-1999",24,Belum menikah,perempuan,Bogor,Tidak Punya,C0583,-6.5962986:106.7972421,720.2011202029826
Mark Phillips,"Jl. Pacuan Kuda No. 841
Banjar, KI 83191",+62 (053) 782 0169,8028021589897997,83191,18,11,"Sulawesi Selatan, 26-04-1993",30,Menikah,perempuan,Balikpapan,Punya,C0584,-1.2398711:116.8593379,345.862057806371
Yolanda Finley,"Jalan Abdul Muis No. 9
Mojokerto, NB 93093",+62 (569) 968-4350,3553669290012126,93093,6,4,"Sulawesi Selatan, 26-10-1994",29,Cerai mati,perempuan,Medan,Punya,C0585,3.5896654:98.6738261,358.96622599230614
Natalie Perez,"Jalan Tebet Barat Dalam No. 2
Bandung, GO 35222",+62-032-513-5405,4450150861279897,35222,2,15,"Nusa Tenggara Timur, 11-06-1971",52,Menikah,laki-laki,Bogor,Punya,C0586,-6.5962986:106.7972421,342.884981049865
Amy Frye,"Gg. Dipenogoro No. 728
Sorong, NT 49287",+62-0880-550-3412,1213323767642566,49287,16,19,"Jawa Barat, 21-07-1997",26,Cerai mati,laki-laki,Bogor,Punya,C0587,-6.5962986:106.7972421,365.0239650594012
Brittney Smith,"Gang Stasiun Wonokromo No. 48
Binjai, Lampung 33968",+62 (032) 967-6582,1582529107839548,33968,10,13,"Riau, 03-11-2000",23,Menikah,laki-laki,Palembang,Tidak Punya,C0588,-2.9888243:104.7568507,167.88810039372763
Matthew Clark,"Jl. Tebet Barat Dalam No. 65
Tanjungbalai, Sulawesi Selatan 26376",+62 (918) 879-7261,7958115644879000,26376,18,19,"Riau, 23-01-1965",58,Cerai hidup,laki-laki,Balikpapan,Tidak Punya,C0589,-1.2398711:116.8593379,328.4169415466895
Stephen Aguilar,"Jl. Gegerkalong Hilir No. 353
Purwokerto, JT 01190",+62-95-357-0691,9981163073026509,1190,19,13,"Gorontalo, 02-01-1987",36,Cerai mati,perempuan,Pontianak,Punya,C0590,-0.0226903:109.3447488,339.1098229765193
Michelle Martin,"Gang Dr. Djunjunan No. 271
Tarakan, Lampung 14516",+62 (038) 480-4361,2488347372079144,14516,14,10,"Papua Barat, 03-05-1984",39,Belum menikah,laki-laki,Mataram,Punya,C0591,-8.5837726:116.10685,538.9451301906083
Anna Lin,"Gg. Cikutra Timur No. 56
Manado, Sumatera Selatan 73373",+62-0638-202-1934,8439902015405787,73373,11,15,"Maluku, 04-10-1975",48,Belum menikah,laki-laki,Bogor,Punya,C0592,-6.5962986:106.7972421,726.0164873566246
Eric Murray,"Gg. HOS. Cokroaminoto No. 378
Prabumulih, JA 95966",+62 (0344) 581 0968,4053978273915833,95966,7,18,"Papua, 30-12-1961",62,Cerai mati,perempuan,Jakarta,Punya,C0593,-6.175247:106.8270488,524.8022804936627
Eric Hooper,"Gang Rajawali Barat No. 774
Kota Administrasi Jakarta Selatan, BA 06654",+62-0662-373-8855,6431231583423733,6654,13,15,"Sumatera Utara, 18-09-1964",59,Menikah,perempuan,Depok,Punya,C0594,-6.40719:106.8158371,512.3258158037206
Elizabeth Willis,"Jalan BKR No. 4
Tual, KS 42870",+62 (982) 243-5856,3509819272050065,42870,16,13,"Banten, 15-10-1982",41,Cerai mati,perempuan,Yogyakarta,Punya,C0595,-7.9778383999999996:110.36722565020224,490.0115469802404
Eric Smith,"Gang Dipenogoro No. 19
Subulussalam, Kalimantan Selatan 07572",+62-026-720-8166,2530577453180649,7572,7,10,"Sulawesi Utara, 23-03-1960",63,Cerai mati,perempuan,Semarang,Punya,C0596,-6.9903988:110.4229104,403.7487266275275
Joshua Mckenzie,"Gang Rajawali Barat No. 8
Serang, Kepulauan Bangka Belitung 49526",+62 (184) 435 7004,4917911576972314,49526,5,3,"Kalimantan Timur, 05-03-1997",26,Menikah,perempuan,Mataram,Punya,C0597,-8.5837726:116.10685,391.90890333260177
Jessica Figueroa,"Gg. Jayawijaya No. 4
Langsa, Sulawesi Selatan 50520",+62 (0871) 582-1416,4468710065038043,50520,12,15,"Maluku Utara, 03-06-1987",36,Cerai mati,perempuan,Batam,Punya,C0598,1.1030815:104.0383696,435.57962940703146
Jeremy Reyes,"Gg. Sentot Alibasa No. 1
Tanjungpinang, Sumatera Barat 74381",+62-733-145-5281,1857239798007489,74381,18,6,"Maluku Utara, 11-06-1999",24,Cerai mati,perempuan,Bekasi,Tidak Punya,C0599,-6.2349858:106.9945444,298.1449463567988
Amy Levine,"Gang Jend. Sudirman No. 42
Bandar Lampung, Sulawesi Utara 75761",+62 (038) 225-1509,1813308937115371,75761,15,8,"Kalimantan Barat, 23-02-1962",61,Cerai mati,laki-laki,Yogyakarta,Punya,C0600,-7.9778383999999996:110.36722565020224,589.92885378137
Nicholas Li,"Gg. Raya Setiabudhi No. 5
Ambon, RI 28237",+62 (300) 346 4671,3553431588930639,28237,16,19,"Jawa Timur, 02-04-1968",55,Cerai hidup,perempuan,Depok,Punya,C0601,-6.40719:106.8158371,486.3500960514357
Alicia Young,"Gang Cempaka No. 881
Subulussalam, Sulawesi Tenggara 40886",+62-63-758-9674,6552121646002882,40886,16,15,"Gorontalo, 09-04-1973",50,Cerai hidup,perempuan,Balikpapan,Punya,C0602,-1.2398711:116.8593379,456.8891209966096
Brian Jarvis,"Jl. H.J Maemunah No. 43
Sabang, Kepulauan Bangka Belitung 37891",+62 (0261) 554-3872,2629583753824999,37891,2,16,"Lampung, 30-08-1999",24,Cerai mati,perempuan,Bandung,Tidak Punya,C0603,-6.9215529:107.6110212,243.96836883036303
Shawn Gonzalez,"Gg. Moch. Ramdan No. 9
Cilegon, NT 55739",+62 (08) 603 2616,3023172853374483,55739,15,15,"Riau, 25-05-1990",33,Cerai mati,perempuan,Tangerang,Punya,C0604,-6.1761924:106.6382161,0.0
Dawn Hamilton,"Gang Pelajar Pejuang No. 8
Batam, KI 52583",+62 (61) 318 4559,9385809293160337,52583,5,3,"Sulawesi Utara, 23-10-1990",33,Belum menikah,perempuan,Semarang,Punya,C0605,-6.9903988:110.4229104,340.908616796718
Diane Bray,"Gang Dipatiukur No. 27
Denpasar, Kalimantan Selatan 79712",+62 (949) 247-8733,4195949479736080,79712,1,9,"Maluku, 30-01-1994",29,Cerai hidup,perempuan,Depok,Punya,C0606,-6.40719:106.8158371,547.9259347463958
Dylan Taylor,"Jalan HOS. Cokroaminoto No. 8
Ambon, KB 69013",+62 (47) 018-2172,9556154016852033,69013,7,15,"Jawa Barat, 01-07-2000",23,Cerai mati,perempuan,Pekanbaru,Punya,C0607,0.5262455:101.4515727,356.62154935635044
Kara Reynolds,"Jl. Kapten Muslihat No. 5
Tidore Kepulauan, JK 70919",+62-075-914-6731,3198671917676864,70919,18,18,"Kepulauan Bangka Belitung, 20-08-1993",30,Cerai mati,perempuan,Pekanbaru,Punya,C0608,0.5262455:101.4515727,389.4539348715916
Sandra Duran,"Jl. Monginsidi No. 333
Batam, Papua 64271",+62-063-820-6272,3355457991328182,64271,17,5,"Riau, 22-11-1989",34,Belum menikah,perempuan,Pontianak,Punya,C0609,-0.0226903:109.3447488,474.89267621329054
Fernando Black,"Gang Jend. Sudirman No. 798
Bandar Lampung, SN 13197",+62 (239) 056-7507,2042639341212954,13197,13,3,"Kepulauan Bangka Belitung, 06-10-1989",34,Cerai mati,perempuan,Bandung,Punya,C0610,-6.9215529:107.6110212,447.1546694221906
Randy White,"Gang Asia Afrika No. 5
Bima, Jambi 26121",+62 (490) 435-3270,1609894503771748,26121,10,11,"DKI Jakarta, 09-05-1966",57,Cerai hidup,perempuan,Palembang,Punya,C0611,-2.9888243:104.7568507,610.0623746361525
Natalie Decker,"Jl. Otto Iskandardinata No. 512
Banda Aceh, PB 94138",+62 (692) 058-3714,3861578257491620,94138,9,19,"Jawa Tengah, 12-12-1987",36,Belum menikah,perempuan,Bandung,Punya,C0612,-6.9215529:107.6110212,354.1356553278165
Robert Robbins,"Jl. Jayawijaya No. 5
Depok, KB 90086",+62-10-861-5875,9946429760219552,90086,5,19,"Kalimantan Timur, 26-04-1973",50,Menikah,perempuan,Samarinda,Punya,C0613,-0.5017804:117.1393089,441.2870485110616
Angela Stewart,"Jalan Sukajadi No. 315
Sawahlunto, Riau 94813",+62-076-388-0724,2560637747511295,94813,19,16,"Sulawesi Selatan, 13-02-1992",31,Belum menikah,laki-laki,Bogor,Punya,C0614,-6.5962986:106.7972421,411.0816488576238
Bradley Sheppard,"Jl. Cihampelas No. 3
Prabumulih, SB 53808",+62-092-522-3498,2659385754289301,53808,9,2,"Sumatera Utara, 15-02-1999",24,Belum menikah,perempuan,Malang,Tidak Punya,C0615,-7.9771206:112.6340291,400.3603761949344
Andrew Gray,"Jalan Medokan Ayu No. 90
Lhokseumawe, Nusa Tenggara Timur 91594",+62-39-586-2455,1827512325309508,91594,5,17,"DI Yogyakarta, 07-05-1979",44,Menikah,perempuan,Medan,Punya,C0616,3.5896654:98.6738261,466.1398675412638
Alicia Thomas,"Jl. Cikutra Barat No. 85
Tual, Nusa Tenggara Timur 15831",+62 (011) 160-2052,7633154770014741,15831,9,16,"Sulawesi Tengah, 11-03-1966",57,Cerai hidup,perempuan,Jakarta,Punya,C0617,-6.175247:106.8270488,447.5509267364105
Kathy Miller,"Jalan Lembong No. 0
Padang, MU 55110",+62 (061) 667-3018,3321352796270911,55110,7,9,"Kalimantan Selatan, 03-02-1991",32,Menikah,perempuan,Mataram,Punya,C0618,-8.5837726:116.10685,604.8628614949994
Caitlin Hoffman,"Jalan R.E Martadinata No. 12
Singkawang, PB 06019",+62-529-971-2043,8638157420437264,6019,13,11,"Nusa Tenggara Timur, 16-12-1977",46,Belum menikah,laki-laki,Pontianak,Punya,C0619,-0.0226903:109.3447488,557.4742594785348
Whitney Williams,"Jalan Tubagus Ismail No. 7
Probolinggo, Kepulauan Riau 26265",+62-042-160-7213,4012619941145439,26265,5,16,"Kalimantan Barat, 24-11-1960",63,Cerai hidup,perempuan,Bogor,Punya,C0620,-6.5962986:106.7972421,300.5920988767757
Gary Martinez,"Jl. M.H Thamrin No. 66
Kediri, SS 23505",+62-12-011-4050,7586195440482493,23505,8,2,"Maluku Utara, 22-04-1975",48,Cerai hidup,perempuan,Mataram,Punya,C0621,-8.5837726:116.10685,376.5293286133965
Colleen Oconnell,"Jl. Lembong No. 373
Bontang, PB 76437",+62 (028) 932-3071,7844226659574920,76437,11,11,"Papua, 27-01-1971",52,Cerai mati,laki-laki,Palembang,Punya,C0622,-2.9888243:104.7568507,494.991904415394
Michael Adams,"Gang Astana Anyar No. 4
Palembang, NB 43271",+62-551-597-2234,4426373707221308,43271,14,10,"Papua Barat, 19-12-1986",37,Menikah,laki-laki,Pekanbaru,Punya,C0623,0.5262455:101.4515727,647.2465866567509
Courtney Benson DVM,"Jalan M.T Haryono No. 07
Malang, Sulawesi Barat 94470",+62 (141) 908 8876,6294589005586622,94470,12,7,"Gorontalo, 23-07-1983",40,Menikah,perempuan,Bandung,Punya,C0624,-6.9215529:107.6110212,562.1397814475349
Heather Dorsey,"Gg. Sukabumi No. 28
Tarakan, Papua 55611",+62 (004) 009 2004,7059544924913550,55611,13,18,"Kalimantan Utara, 20-01-1995",28,Menikah,perempuan,Bekasi,Punya,C0625,-6.2349858:106.9945444,266.6243751301954
Olivia Sanchez MD,"Gang Suniaraja No. 73
Denpasar, Nusa Tenggara Timur 90281",+62-152-135-3304,8883623707161602,90281,16,15,"Riau, 27-08-1973",50,Cerai mati,laki-laki,Bogor,Punya,C0626,-6.5962986:106.7972421,619.231774169486
Miguel Adkins,"Gang Ronggowarsito No. 629
Bogor, JB 75253",+62 (91) 334-1871,9610423952442762,75253,12,14,"Banten, 05-01-1969",54,Cerai mati,laki-laki,Bekasi,Punya,C0627,-6.2349858:106.9945444,517.336973334779
Adam Watson,"Gang Kendalsari No. 743
Pagaralam, Aceh 49126",+62 (65) 480-1988,5243002746384058,49126,18,13,"Sumatera Utara, 31-07-1975",48,Cerai mati,laki-laki,Bekasi,Punya,C0628,-6.2349858:106.9945444,171.49601442663698
Joshua Moore,"Jl. Sadang Serang No. 921
Banjarmasin, Kalimantan Tengah 31682",+62 (677) 392-1046,9799222317851568,31682,18,11,"Riau, 05-03-1983",40,Cerai hidup,laki-laki,Malang,Punya,C0629,-7.9771206:112.6340291,401.5263534152764
Heather Hanna,"Gang Siliwangi No. 4
Sukabumi, Maluku 44068",+62 (14) 586 5365,8344025755302506,44068,15,4,"Kalimantan Utara, 23-03-1985",38,Cerai hidup,perempuan,Jakarta,Punya,C0630,-6.175247:106.8270488,618.4969698997738
Kim Ferguson,"Gang Surapati No. 109
Pariaman, Jawa Tengah 95729",+62 (49) 449 5009,7859455853776902,95729,10,14,"Kepulauan Bangka Belitung, 07-09-1995",28,Menikah,laki-laki,Yogyakarta,Tidak Punya,C0631,-7.9778383999999996:110.36722565020224,552.5340872646484
Sherry Thompson,"Gang Kendalsari No. 852
Meulaboh, Kalimantan Selatan 15159",+62 (320) 525-7702,2576099374048383,15159,13,1,"Jawa Timur, 18-08-1962",61,Cerai mati,laki-laki,Batam,Punya,C0632,1.1030815:104.0383696,532.0952478785475
Julie Cooper,"Jalan Sentot Alibasa No. 89
Sibolga, MA 77704",+62-0992-935-2287,1884714918710589,77704,2,10,"Jawa Tengah, 07-07-1994",29,Belum menikah,laki-laki,Samarinda,Punya,C0633,-0.5017804:117.1393089,548.5465978789143
Stephanie Brooks,"Gang Bangka Raya No. 936
Tual, GO 81188",+62-059-832-6774,5910537860785026,81188,15,16,"Sumatera Utara, 09-05-2000",23,Belum menikah,perempuan,Jakarta,Punya,C0634,-6.175247:106.8270488,481.4434788562357
Jacqueline Massey,"Jl. Tubagus Ismail No. 28
Tarakan, NT 07325",+62 (0426) 292 2339,8005375328623475,7325,2,19,"Jambi, 12-08-1977",46,Cerai hidup,laki-laki,Samarinda,Punya,C0635,-0.5017804:117.1393089,287.4788911897631
James Garcia,"Jl. M.T Haryono No. 855
Banjarbaru, Sulawesi Tengah 53308",+62-284-954-4375,6469448550869251,53308,19,8,"DKI Jakarta, 05-05-1978",45,Cerai mati,perempuan,Semarang,Punya,C0636,-6.9903988:110.4229104,724.092494415032
Donald Gonzalez,"Gang Sukajadi No. 148
Tegal, Papua 54897",+62-0972-599-4101,8558316891793094,54897,2,19,"Jawa Barat, 02-10-1969",54,Belum menikah,laki-laki,Manado,Punya,C0637,1.4900578:124.8408708,598.6212793570012
Cheryl Weber,"Jalan Cihampelas No. 5
Langsa, Kalimantan Tengah 20873",+62 (056) 930 8299,4306237496418232,20873,15,3,"Gorontalo, 10-09-1964",59,Belum menikah,perempuan,Malang,Tidak Punya,C0638,-7.9771206:112.6340291,361.4101048967568
Cody Benson,"Gg. Siliwangi No. 6
Bitung, Maluku Utara 11250",+62 (064) 869 4672,5853270946220784,11250,9,4,"Bengkulu, 18-04-1966",57,Cerai hidup,laki-laki,Semarang,Punya,C0639,-6.9903988:110.4229104,501.889149154682
Daniel Byrd,"Gg. Jakarta No. 1
Palangkaraya, Bali 67014",+62 (024) 246-3386,8218710877299804,67014,5,2,"Sulawesi Selatan, 14-07-1960",63,Belum menikah,perempuan,Medan,Punya,C0640,3.5896654:98.6738261,308.6184778093011
David Carey,"Jl. Rumah Sakit No. 55
Tarakan, Sumatera Selatan 26177",+62-0951-035-8336,6408845228961804,26177,7,1,"Sumatera Utara, 23-03-1987",36,Belum menikah,perempuan,Makassar,Punya,C0641,-5.1342962:119.4124282,548.2701736340241
Matthew Bright,"Jl. Raya Ujungberung No. 8
Padang Sidempuan, NT 56559",+62 (91) 194 9991,5425574385138407,56559,1,3,"Nusa Tenggara Timur, 14-10-1987",36,Menikah,perempuan,Bandung,Punya,C0642,-6.9215529:107.6110212,649.8743851361505
Matthew Larson,"Gang Ciwastra No. 8
Tebingtinggi, YO 38672",+62 (302) 364-8592,2988646419440964,38672,7,18,"Bengkulu, 21-10-1965",58,Menikah,perempuan,Mataram,Punya,C0643,-8.5837726:116.10685,520.3428176112648
April Arroyo,"Jalan Ciumbuleuit No. 3
Tomohon, BA 26420",+62-89-038-7269,2348272243838817,26420,7,2,"Bali, 22-11-1991",32,Menikah,laki-laki,Depok,Punya,C0644,-6.40719:106.8158371,189.9042796255089
Julie Duncan,"Gang Antapani Lama No. 29
Palopo, LA 04830",+62 (088) 534 7006,1517820417699643,4830,17,15,"Jawa Barat, 03-11-1976",47,Cerai mati,perempuan,Jakarta,Punya,C0645,-6.175247:106.8270488,460.53501770307776
Anita Rose,"Gang Sukabumi No. 9
Parepare, Kalimantan Barat 57684",+62 (023) 092-7250,3596521313419565,57684,19,5,"Maluku, 24-07-1998",25,Belum menikah,perempuan,Semarang,Punya,C0646,-6.9903988:110.4229104,689.7856718771218
Stephanie Herring,"Gg. Abdul Muis No. 18
Bau-Bau, KT 37796",+62-882-600-8353,5512938890741717,37796,9,2,"Kalimantan Utara, 15-12-1969",54,Cerai mati,perempuan,Manado,Punya,C0647,1.4900578:124.8408708,610.4456595734227
Claudia Mclaughlin,"Jl. Gedebage Selatan No. 3
Parepare, SU 13323",+62 (28) 427 2745,6492209358720850,13323,6,11,"Sumatera Utara, 04-01-1970",53,Menikah,perempuan,Batam,Punya,C0648,1.1030815:104.0383696,402.8170701589843
Chad Rodriguez,"Jalan Raya Setiabudhi No. 027
Sawahlunto, Sulawesi Barat 32549",+62 (21) 884-2553,5815518630770526,32549,2,11,"Riau, 10-05-1977",46,Belum menikah,perempuan,Manado,Punya,C0649,1.4900578:124.8408708,315.61062671933905
Matthew Haas,"Gg. Moch. Toha No. 906
Salatiga, Sulawesi Selatan 33300",+62-077-261-0502,5481554343287707,33300,20,9,"Papua Barat, 01-04-1976",47,Menikah,laki-laki,Surabaya,Punya,C0650,-7.2459717:112.7378266,199.9551530976605
Bradley Norris,"Jalan Soekarno Hatta No. 8
Parepare, Sulawesi Barat 29231",+62-0511-950-2116,9422803728210650,29231,10,14,"Bali, 12-08-1999",24,Belum menikah,laki-laki,Semarang,Punya,C0651,-6.9903988:110.4229104,348.73960033030016
Dana Gutierrez,"Jl. Jend. A. Yani No. 3
Dumai, KR 40372",+62 (0753) 477 6914,1076304799907998,40372,10,3,"Sumatera Barat, 16-12-1997",26,Cerai hidup,laki-laki,Tangerang,Punya,C0652,-6.1761924:106.6382161,245.81071048477315
Stacey Gonzalez,"Gg. Surapati No. 6
Pariaman, LA 13036",+62 (066) 654 8616,1729178029189133,13036,1,1,"Sumatera Barat, 17-12-1989",34,Cerai hidup,laki-laki,Balikpapan,Punya,C0653,-1.2398711:116.8593379,414.67784436719376
Elijah Bryant,"Gang Cikapayang No. 485
Tangerang Selatan, Papua Barat 05279",+62 (40) 454 8700,6544038239811440,5279,6,9,"Jambi, 14-04-1986",37,Menikah,laki-laki,Makassar,Punya,C0654,-5.1342962:119.4124282,622.1345848991477
Stacey Young,"Jl. Bangka Raya No. 8
Batu, Kalimantan Tengah 58695",+62 (01) 332 2118,5595096166175677,58695,18,8,"Sumatera Barat, 26-03-1968",55,Cerai mati,perempuan,Bogor,Punya,C0655,-6.5962986:106.7972421,790.3819939180685
George Medina,"Gang Rajawali Timur No. 221
Salatiga, Kalimantan Selatan 35598",+62 (0075) 027 0016,2528581230309102,35598,13,12,"Kalimantan Barat, 10-03-1991",32,Cerai hidup,laki-laki,Pontianak,Tidak Punya,C0656,-0.0226903:109.3447488,499.18856751563726
Emily Cook,"Gg. Kutai No. 0
Jambi, Gorontalo 56794",+62 (75) 047-2049,4413536295316454,56794,16,4,"Bali, 09-09-1974",49,Menikah,perempuan,Bogor,Punya,C0657,-6.5962986:106.7972421,389.5506704081781
Dr. Jared Gutierrez MD,"Jalan Veteran No. 8
Sibolga, Sulawesi Tenggara 93814",+62-097-791-1627,2989301610832778,93814,8,13,"Jawa Barat, 13-01-1977",46,Cerai hidup,laki-laki,Bekasi,Punya,C0658,-6.2349858:106.9945444,356.3640060539183
Mary Gonzales,"Gang Tubagus Ismail No. 975
Parepare, Sulawesi Utara 68953",+62-14-407-7733,6502451498634283,68953,7,3,"Jawa Timur, 07-03-1983",40,Cerai mati,laki-laki,Surabaya,Punya,C0659,-7.2459717:112.7378266,601.3996461131028
Kevin English,"Gang Setiabudhi No. 20
Palembang, Kalimantan Utara 98776",+62 (003) 392-1006,3869183377077974,98776,8,4,"Sulawesi Barat, 08-11-1996",27,Cerai mati,laki-laki,Surabaya,Tidak Punya,C0660,-7.2459717:112.7378266,382.3681530045578
Tammy Williams,"Gg. Sentot Alibasa No. 73
Cilegon, Riau 98991",+62-82-737-2332,2722399381842915,98991,20,17,"Banten, 19-05-1976",47,Cerai mati,perempuan,Depok,Punya,C0661,-6.40719:106.8158371,375.8054750649899
Stacy Martin,"Gg. Rawamangun No. 5
Kota Administrasi Jakarta Barat, JK 97574",+62 (041) 701 0777,6618747348375536,97574,7,1,"Banten, 26-08-1983",40,Menikah,laki-laki,Bekasi,Punya,C0662,-6.2349858:106.9945444,419.902316260268
Patricia Stark,"Gg. Rajiman No. 926
Jayapura, Bali 57669",+62 (87) 959 2523,4030031384310909,57669,12,8,"Sumatera Utara, 29-06-1980",43,Cerai mati,laki-laki,Balikpapan,Punya,C0663,-1.2398711:116.8593379,513.4708005172433
Joshua Hardin,"Gg. Moch. Toha No. 15
Ambon, JI 70533",+62 (0892) 100 3045,8789703320270860,70533,2,3,"Maluku Utara, 24-04-1961",62,Menikah,perempuan,Malang,Tidak Punya,C0664,-7.9771206:112.6340291,475.2255912377441
Tina Haas,"Jl. M.H Thamrin No. 89
Subulussalam, Sumatera Barat 18553",+62 (68) 212 8331,5090340677734650,18553,6,5,"Jawa Timur, 04-10-1986",37,Cerai hidup,perempuan,Balikpapan,Tidak Punya,C0665,-1.2398711:116.8593379,404.3550172041578
Jimmy Vaughn,"Gg. Rajiman No. 582
Probolinggo, Sulawesi Tenggara 93184",+62 (17) 556 1057,4848790098876582,93184,10,18,"Sumatera Selatan, 26-10-1985",38,Menikah,perempuan,Pontianak,Punya,C0666,-0.0226903:109.3447488,570.7583541781642
Julie Camacho,"Gang Ahmad Yani No. 2
Sabang, JK 33519",+62 (201) 675-2426,2287144466237897,33519,10,13,"Jawa Tengah, 06-02-1989",34,Cerai hidup,laki-laki,Medan,Punya,C0667,3.5896654:98.6738261,464.7429558997392
Kevin Randall,"Jl. S. Parman No. 84
Pematangsiantar, Maluku 11817",+62-007-543-7564,5907517772877671,11817,3,10,"Kalimantan Timur, 03-04-1967",56,Menikah,laki-laki,Tangerang,Punya,C0668,-6.1761924:106.6382161,400.7238264165644
Jeremiah Valenzuela,"Jalan Surapati No. 48
Bukittinggi, Riau 11654",+62 (893) 226 0754,2634092047663081,11654,17,13,"Kalimantan Timur, 05-08-1982",41,Menikah,perempuan,Bandung,Punya,C0669,-6.9215529:107.6110212,389.0467116916552
