collector_name,collector_number,collector_address,collector_nik,collector_gender,collector_education_level,collector_location,action_code_history,collector_personality,collector_martial_status
Aaron Ortiz,+62 (287) 540 9041,"Gang KH Amin Jasuta No. 6
Surabaya, Nusa Tenggara Barat 84309",3661166362665660,laki-laki,SMA,Bekasi,ATPU,kalem,Belum menikah
William Walker,+62 (267) 908-2589,"Gang Pelajar Pejuang No. 67
Madiun, PA 17717",3798064172475994,laki-laki,SMP,Palembang,PTPR,kalem,Belum menikah
Mike Cisneros,+62 (076) 894 0613,"Gg. Gedebage Selatan No. 09
Samarinda, BT 12839",6970188492275643,laki-laki,SMA,Palembang,PTPR,sedang,Menikah
Hannah White,+62-716-338-6756,"Jalan Wonoayu No. 210
Surabaya, Papua 08820",5211325344365591,laki-laki,SMA,Depok,DISP,sedang,Menikah
Kimberly Sellers,+62 (456) 547 5731,"Jalan Pasteur No. 31
Payakumbuh, KI 01880",6328494147298156,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Holly Burke,(0402) 874 0161,"Gg. Pasirkoja No. 4
Salatiga, SG 76245",5416973845337282,laki-laki,D3,Batam,PTPR,sedang,Menikah
Bruce Chapman,+62 (0039) 458-6413,"Gang Pasteur No. 1
Gorontalo, Kepulauan Bangka Belitung 77558",8260277478091532,laki-laki,D3,Malang,DISP,sedang,Menikah
Jacob Rodriguez,+62 (0731) 926-1211,"Jalan Kapten Muslihat No. 4
Lhokseumawe, Sulawesi Tengah 78575",5952228146176710,laki-laki,D3,Bogor,INCO,sedang,Menikah
Katie Mcguire,+62 (094) 598-7834,"Jalan Pacuan Kuda No. 303
Surabaya, Aceh 79232",2507709214236826,laki-laki,D3,Malang,WUPD,sedang,Menikah
Mariah Hernandez,+62 (0555) 570-1993,"Jl. Waringin No. 1
Cimahi, KI 60823",6588253216513281,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Harry Gomez,+62-131-615-9572,"Jl. Suniaraja No. 598
Surabaya, NT 50337",8932730834776393,laki-laki,D3,Bekasi,PTPR,sedang,Menikah
Christina Thomas,+62-092-482-4668,"Jalan PHH. Mustofa No. 78
Salatiga, Sulawesi Tenggara 17701",2597057194362492,laki-laki,SMA,Palembang,PTPR,kalem,Menikah
Amber Johnson,+62 (0996) 809-4253,"Gg. Abdul Muis No. 44
Tebingtinggi, Sulawesi Utara 97209",7943111336708910,laki-laki,D3,Depok,INCO,kalem,Menikah
Christopher Barton,+62-332-873-9273,"Gg. Dipenogoro No. 64
Palembang, BE 93248",6605007771586248,laki-laki,SMA,Tangerang,OTHR,kalem,Belum menikah
Shelby Jones,+62-59-442-8130,"Gg. Ronggowarsito No. 300
Samarinda, Kalimantan Tengah 36050",8400300703710241,laki-laki,D3,Malang,INCO,sedang,Belum menikah
Sharon Hancock,+62-212-949-5014,"Jalan Indragiri No. 39
Gorontalo, Sulawesi Utara 07860",7045576458560730,laki-laki,D3,Yogyakarta,INCO,kalem,Belum menikah
Crystal Johnson,+62 (37) 094 4294,"Jalan Setiabudhi No. 6
Lhokseumawe, Kepulauan Riau 11924",9243241925388549,laki-laki,SMA,Bekasi,OTHR,kalem,Menikah
Samantha Jones,(062) 982 6035,"Jl. Kapten Muslihat No. 4
Banjar, Papua Barat 87918",9837895112654817,laki-laki,SMA,Tangerang,OTHR,kalem,Belum menikah
Monica Kennedy,084 631 4983,"Jalan Erlangga No. 1
Purwokerto, PB 72337",7918546299444053,laki-laki,D3,Yogyakarta,INCO,sedang,Menikah
Debra Glass,+62-0059-935-6334,"Jalan Sentot Alibasa No. 3
Padang Sidempuan, YO 10296",2899647839260639,laki-laki,SMA,Depok,DISP,kalem,Menikah
Douglas Smith,+62 (029) 846-6354,"Gang Lembong No. 486
Bekasi, Maluku 27088",2041939736243261,laki-laki,D3,Bekasi,OTHR,sedang,Menikah
Terry Tapia,+62-074-682-1576,"Jalan Medokan Ayu No. 2
Sungai Penuh, Kepulauan Riau 40614",6271696469165597,laki-laki,D3,Yogyakarta,WRPH,sedang,Menikah
Patricia Mccoy DDS,+62 (0799) 125-2036,"Jalan Tebet Barat Dalam No. 34
Lhokseumawe, Nusa Tenggara Barat 17058",7881616996604801,laki-laki,D3,Malang,WRPH,sedang,Menikah
Elizabeth Roman,+62 (037) 745 7257,"Jalan Pelajar Pejuang No. 47
Pekanbaru, NB 64544",7341106278904331,laki-laki,D3,Bekasi,DISP,sedang,Menikah
Lauren Stewart,+62 (026) 514-0574,"Jl. Merdeka No. 12
Cirebon, Sulawesi Tenggara 61555",5219859099612521,laki-laki,D3,Bekasi,DISP,sedang,Belum menikah
Dr. Angela James,(085) 792-1824,"Gg. Rajawali Timur No. 54
Sungai Penuh, BA 48142",5985208741877768,laki-laki,S1,Padang,DISC,sedang,Menikah
Mike Brennan,(0007) 209 4641,"Jalan Rawamangun No. 8
Magelang, Kalimantan Selatan 92528",1012629541233220,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
David Hurst,+62 (99) 280 0148,"Gg. Pelajar Pejuang No. 5
Bitung, Kepulauan Bangka Belitung 46202",5541931439320016,laki-laki,SMA,Yogyakarta,WRPH,sedang,Menikah
Kimberly Harris,+62 (037) 637-0896,"Gang PHH. Mustofa No. 6
Magelang, Kalimantan Barat 83283",9312791433200254,laki-laki,D3,Padang,DISC,sedang,Menikah
Olivia Perry,+62 (20) 920 2309,"Gang Suryakencana No. 939
Tanjungbalai, SS 05835",7134922972830143,laki-laki,SMP,Depok,ATPU,kalem,Belum menikah
Stephanie Jones,+62 (023) 177-2138,"Jl. Rajiman No. 20
Semarang, PB 39424",3426230106525308,laki-laki,SMP,Bekasi,INCO,sedang,Menikah
Gabriel White,(088) 730 1499,"Gang Rajawali Barat No. 341
Sukabumi, Sulawesi Tenggara 54762",5561687312607536,laki-laki,D3,Bekasi,PTPR,sedang,Belum menikah
Mrs. Paula Washington,+62-0545-343-9017,"Gg. R.E Martadinata No. 999
Sawahlunto, JI 25325",5745157279971237,laki-laki,SMA,Yogyakarta,PTPR,kalem,Belum menikah
Rebecca Smith,+62-943-936-7421,"Jalan S. Parman No. 2
Sukabumi, Sumatera Utara 64265",8466969674596862,laki-laki,D3,Bogor,WRPH,sedang,Belum menikah
Tommy Myers,(0147) 327 2749,"Gang Pasteur No. 8
Medan, KT 93085",3588869479089792,laki-laki,SMA,Depok,PTPR,kalem,Belum menikah
Richard Ramirez,+62-885-597-7681,"Jl. Kiaracondong No. 490
Tasikmalaya, Nusa Tenggara Barat 78084",3201616787116728,laki-laki,D3,Tangerang,PTPR,kalem,Belum menikah
Caroline Lopez,0813429980,"Jalan Veteran No. 16
Cirebon, Jawa Tengah 72410",1670760531990259,laki-laki,D3,Bogor,DISC,sedang,Menikah
Matthew Haney,(0221) 298 1690,"Gg. Sentot Alibasa No. 392
Bau-Bau, Papua 19196",4857444492734909,laki-laki,SMA,Makassar,NOCO,kalem,Belum menikah
Samantha Rowe,0859937246,"Gg. Medokan Ayu No. 628
Jambi, Papua 07716",9991154555917452,laki-laki,D3,Bogor,WUPD,sedang,Menikah
Debra Fowler,+62-022-293-1086,"Gg. Pasteur No. 483
Pagaralam, Kalimantan Barat 02436",7830150609995242,laki-laki,D3,Batam,INCO,sedang,Belum menikah
Susan Larsen,(022) 573 9572,"Gang Jend. A. Yani No. 307
Jambi, RI 44250",3582716046619845,laki-laki,SMA,Yogyakarta,PTPR,kalem,Belum menikah
Troy Silva,(011) 635 0660,"Gang Jend. Sudirman No. 6
Padang Sidempuan, RI 24200",8275428587348893,laki-laki,D3,Tangerang,INCO,sedang,Menikah
Nathan Byrd,+62 (0187) 946 9175,"Jalan K.H. Wahid Hasyim No. 37
Prabumulih, Sulawesi Selatan 13723",4203630404051135,laki-laki,D3,Bekasi,INCO,kalem,Belum menikah
James Tucker,+62 (130) 199 1671,"Gg. Rajiman No. 3
Kendari, Jawa Tengah 81809",7299480598977849,laki-laki,D3,Tangerang,OTHR,sedang,Menikah
Cynthia Scott,(0344) 803 2913,"Jl. Raya Ujungberung No. 81
Subulussalam, JT 71030",6675349257080743,laki-laki,SMA,Bekasi,DISC,sedang,Menikah
Mrs. Crystal Gardner,+62 (0811) 863-7358,"Gang Antapani Lama No. 3
Tasikmalaya, Banten 91587",2818184444519014,laki-laki,SMA,Palembang,DISP,kalem,Belum menikah
Lori Smith,+62 (68) 681-3570,"Jl. Rawamangun No. 0
Sabang, PB 97539",8978122445404401,laki-laki,SMA,Bekasi,PTPR,sedang,Menikah
Ashley Jones,(0352) 528-7309,"Gang Laswi No. 07
Palangkaraya, KI 43137",8446560512035563,laki-laki,D3,Bekasi,PTPR,sedang,Menikah
Gary Bell,080 618 0596,"Gang Ahmad Dahlan No. 28
Pasuruan, Bengkulu 35080",2919984024499085,laki-laki,D3,Bekasi,PTPR,sedang,Menikah
